matID,rows,nnzs,mkl_seq,mkl_par,cusparse_v1,cusparse_v2_lvl,cusparse_v2_nolvl,syncfree
1057,1220,3858,0.0326679,0.0312448,0.0270752,0.0254816,0.026112,0.0133
1056,1220,3858,0.031495,0.030423,0.027312,0.025216,0.0258048,0.0134
1055,1220,3858,0.030511,0.0350593,0.0268,0.0253408,0.0262144,0.0134
233,1224,5608,0.0328262,0.0384754,0.0918016,0.100381,0.0828416,0.0615
77,1224,28675,0.0620964,0.0847326,0.635389,0.495837,0.455782,0.5095
49,1224,28675,0.0622071,0.081953,0.635168,0.495664,0.455066,0.5094
1629,1250,4275,0.0322414,0.0319832,0.0760224,0.0976192,0.101277,0.0553
1628,1250,4275,0.0274324,0.0344414,0.0763616,0.0972416,0.101888,0.0542
208,1258,3231,0.0299327,0.0296632,0.0571168,0.0387776,0.0424928,0.0206
1911,1282,15963,0.0472717,0.0561514,0.246138,0.276355,0.202038,0.1684
375,1348,11296,0.0440347,0.0521416,0.33375,0.199754,0.203875,0.1358
1442,1357,5171,0.0324446,0.0355651,0.0280288,0.0253728,0.0253952,0.0144
214,1374,4829,0.0313377,0.0344496,0.0268768,0.0242048,0.0254944,0.0147
420,1409,22556,0.0535059,0.0687825,0.683642,0.495488,0.419741,0.4951
1446,1434,9831,0.0368057,0.0420848,0.341187,0.18343,0.14152,0.2219
359,1440,23855,0.0564537,0.0736162,0.171267,0.101386,0.0787392,0.0672
67,1473,10566,0.043007,0.0444186,0.261485,0.213008,0.173062,0.1384
66,1473,1473,0.0284399,0.0310379,0.0073952,0.0148064,0.0149536,0.0094
34,1473,17857,0.0507581,0.0621042,0.307517,0.314698,0.21177,0.2177
33,1473,17857,0.0473525,0.0589408,0.30711,0.313837,0.211558,0.2182
734,1477,11880,0.0408608,0.0460024,0.0651104,0.0407616,0.0357344,0.0247
1626,1484,3976,0.0322617,0.0393834,0.0273696,0.0243808,0.0241632,0.0143
864,1500,49560,0.086058,0.118341,0.336454,0.82369,0.708202,0.1602
271,1505,4696,0.0350136,0.0299093,0.0513888,0.037552,0.0429024,0.0198
2401,1589,4331,0.033453,0.0358624,0.0587328,0.0358976,0.032352,0.0293
434,1601,16950,0.0479228,0.0632777,0.276646,0.300387,0.231219,0.1752
438,1633,28088,0.060895,0.0796053,0.637491,0.543856,0.382054,0.4144
893,1650,4122,0.0291486,0.0336564,0.575683,0.385466,0.447997,0.4126
437,1651,25592,0.0571775,0.0783847,0.483475,0.523392,0.377446,0.3626
1430,1668,6209,0.0326749,0.0410866,0.212906,0.229866,0.252419,0.1212
823,1700,11548,0.0419499,0.0431743,0.648528,0.37585,0.22016,0.342
430,1733,11961,0.0448248,0.054967,0.340403,0.264938,0.200602,0.1769
287,1794,4779,0.0320083,0.0455351,0.38895,0.323709,0.193027,0.2508
36,1806,32630,0.0710989,0.0990474,0.571795,0.589898,0.343546,0.4221
1108,1813,5577,0.0368717,0.0461101,0.0687808,0.0549856,0.0508896,0.0198
1052,1813,5577,0.0392001,0.0446677,0.0682432,0.0558976,0.0518112,0.0197
1051,1813,5577,0.0391075,0.047945,0.06792,0.055744,0.0517056,0.0196
1050,1813,5577,0.0390234,0.046799,0.068336,0.0556768,0.051712,0.0197
1049,1813,5577,0.042315,0.0472411,0.0683136,0.0553184,0.051504,0.0198
1048,1813,5577,0.0411586,0.0445029,0.067664,0.055616,0.0518144,0.0196
1047,1813,5577,0.0395737,0.048275,0.0689024,0.0559008,0.0520224,0.021
1046,1813,5577,0.0404597,0.0457463,0.068656,0.0555072,0.051808,0.0197
1045,1813,5577,0.0383266,0.0475516,0.0681568,0.055344,0.0519136,0.0206
1044,1813,5577,0.0375277,0.0461783,0.0680832,0.0555104,0.0519168,0.0195
1043,1813,5577,0.0420916,0.0426163,0.0686528,0.0556576,0.0518176,0.0195
1042,1813,5577,0.0407194,0.0474057,0.0685184,0.0555072,0.0516096,0.0195
1041,1813,5577,0.0402043,0.041449,0.0682528,0.0556704,0.0520192,0.0196
1040,1813,5577,0.0407483,0.0470756,0.0680512,0.0554976,0.0512,0.0198
1039,1813,5577,0.0385468,0.0456344,0.068944,0.0554048,0.0517184,0.0207
1038,1813,5577,0.0387584,0.0430881,0.0686784,0.056304,0.0519168,0.0207
1037,1813,5577,0.0389318,0.0470043,0.0685184,0.0563328,0.05192,0.0198
1036,1813,5577,0.0395944,0.0427802,0.068256,0.055968,0.0516064,0.0196
1035,1813,5577,0.0383678,0.0484957,0.068096,0.0555904,0.051712,0.0199
1034,1813,5577,0.039667,0.0444647,0.0685184,0.0553952,0.0517088,0.0197
1033,1813,5577,0.0385386,0.0446561,0.068704,0.0554752,0.0517088,0.0197
1032,1813,5577,0.0374521,0.0470545,0.0685024,0.0553888,0.0519168,0.0198
1031,1813,5577,0.0403104,0.0478652,0.0685056,0.055552,0.0518176,0.0198
1030,1813,5577,0.0399811,0.0469821,0.0683104,0.0553056,0.0516064,0.0197
1029,1813,5577,0.0378187,0.0423348,0.0687264,0.0555776,0.0513984,0.0198
1028,1813,5577,0.0386715,0.0437976,0.0687232,0.055536,0.0514048,0.0197
1027,1813,5576,0.0392085,0.0491793,0.0692352,0.0556224,0.0514976,0.0198
1026,1813,5577,0.041425,0.0451774,0.0688384,0.0560384,0.0538592,0.0195
1025,1813,5577,0.0387021,0.0433016,0.0682208,0.0553632,0.0518176,0.0196
1024,1813,5577,0.040376,0.0475061,0.0686784,0.056032,0.051712,0.0197
1023,1813,5577,0.0427673,0.0473689,0.0687328,0.0556416,0.0516064,0.0198
1022,1813,5577,0.0385683,0.0490613,0.0679552,0.0554752,0.0515072,0.0198
1021,1813,5577,0.0399158,0.0465032,0.0679616,0.055568,0.0513024,0.0197
1020,1813,5577,0.0381826,0.0445331,0.0682624,0.0559328,0.0515072,0.0197
1019,1813,5577,0.0386861,0.04763,0.0680768,0.0559264,0.0521248,0.0208
1018,1813,5577,0.0390635,0.048883,0.0675904,0.0555264,0.0516096,0.0198
1017,1813,5577,0.0374198,0.0459022,0.0680704,0.0561088,0.0520224,0.0196
1016,1813,5577,0.0367316,0.0491055,0.0688672,0.0556928,0.0515104,0.0199
1015,1813,5577,0.0406214,0.0470177,0.068016,0.056,0.0513024,0.0196
1014,1813,5577,0.0406827,0.0441372,0.0682944,0.0555872,0.0520192,0.0209
1013,1813,5577,0.0377001,0.0479444,0.068352,0.0558208,0.0516128,0.0195
1012,1813,5577,0.0396564,0.0445763,0.067872,0.055648,0.0517152,0.0207
1011,1813,5577,0.0385472,0.0438751,0.0683072,0.0560864,0.0515136,0.0199
1010,1813,5577,0.040833,0.0471281,0.0683008,0.0554496,0.0515072,0.0196
1009,1813,5577,0.0384258,0.0428017,0.0681696,0.0561664,0.0524288,0.0196
1008,1813,5577,0.0397869,0.042291,0.0681184,0.0558496,0.0515104,0.0196
1007,1813,5577,0.0404265,0.0462698,0.0682176,0.055872,0.0516064,0.0209
1006,1813,5577,0.037995,0.0430539,0.06864,0.0555712,0.0510976,0.0197
1005,1813,5577,0.0386206,0.0458854,0.0683872,0.0553408,0.0515104,0.0197
1004,1813,5577,0.0397087,0.0476928,0.0681568,0.055616,0.051808,0.0197
1003,1813,5577,0.0398977,0.0433133,0.06816,0.0558784,0.0516064,0.0207
1002,1813,5577,0.0421862,0.0457474,0.0688704,0.0557088,0.0516128,0.0195
1001,1813,5577,0.0447742,0.0447019,0.0684032,0.055296,0.0515008,0.021
1000,1813,5577,0.038388,0.0425366,0.0682624,0.055664,0.0511072,0.0196
999,1813,5577,0.0402054,0.0445372,0.0678496,0.055936,0.0516096,0.0197
998,1813,5577,0.0403087,0.0440849,0.0682176,0.055296,0.0514048,0.0209
997,1813,5577,0.0400269,0.0435594,0.0680288,0.0558816,0.0517152,0.0197
996,1813,5577,0.0397299,0.0435847,0.0693344,0.0557728,0.0518144,0.0199
995,1813,5577,0.0412645,0.0474776,0.0685504,0.0557152,0.0515104,0.0197
994,1813,5575,0.0419166,0.0472192,0.0694208,0.05592,0.0518176,0.0195
993,1813,5571,0.0401854,0.0513279,0.0692352,0.0559232,0.0517184,0.0208
992,1813,5576,0.0402738,0.0458416,0.0687904,0.05568,0.0514048,0.0206
991,1813,5574,0.0393213,0.0425029,0.0692704,0.055744,0.051824,0.0198
990,1813,5569,0.0382381,0.0466659,0.068496,0.055808,0.0518144,0.0195
989,1813,5572,0.040024,0.0506506,0.0690272,0.0559168,0.0516096,0.0199
988,1813,5521,0.0378641,0.0457531,0.071984,0.0551968,0.0508928,0.0199
987,1813,5538,0.0410857,0.0434502,0.0679104,0.0553504,0.0509952,0.0198
986,1813,5524,0.040631,0.0487664,0.0692704,0.0551904,0.0510944,0.0196
985,1813,5577,0.0409132,0.0445567,0.068192,0.0556576,0.051408,0.0212
984,1813,5577,0.0398713,0.0440053,0.068688,0.0549728,0.0507904,0.021
1054,1814,8201,0.0450837,0.0513003,0.113731,0.0585568,0.055392,0.0282
1053,1814,8201,0.0432977,0.0536766,0.11433,0.0582432,0.055088,0.0294
427,1821,27253,0.0619927,0.0763123,0.887267,0.586483,0.417171,0.6247
757,1824,20516,0.0529459,0.0702055,0.330154,0.343629,0.213094,0.1977
363,1824,20516,0.0568045,0.0727066,0.33129,0.343267,0.212784,0.1979
259,1856,6671,0.0330805,0.0354547,0.0720352,0.0935104,0.100147,0.0504
258,1856,6608,0.0337034,0.0380189,0.0718976,0.0940928,0.100867,0.0494
1196,1879,7407,0.0379617,0.0409048,0.139939,0.0998272,0.0839648,0.0694
230,1919,6750,0.0341555,0.0384357,0.0156544,0.0225056,0.0239552,0.012
228,1919,17159,0.0444758,0.059141,0.235475,0.205485,0.161078,0.0995
76,1922,1922,0.0285931,0.0276512,0.0074176,0.0149184,0.0149536,0.0096
48,1922,16129,0.0527091,0.0657268,0.403136,0.197907,0.153296,0.1696
1638,2000,4059,0.0290021,0.0305471,0.0519744,0.0407744,0.031024,0.0309
320,2000,4998,0.0326496,0.0361564,2.12025,1.00339,1.24959,1.6246
299,2000,4998,0.0347798,0.0364985,1.19952,0.618944,0.609798,0.8892
68,2003,11973,0.0447049,0.0527733,0.267754,0.231866,0.267258,0.1763
35,2003,42943,0.082498,0.111842,0.883155,0.901376,0.657722,0.6155
272,2021,6372,0.0306464,0.0367156,0.0647552,0.0403072,0.0446432,0.0216
1441,2025,51020,0.0861373,0.123186,2.27806,1.11703,1.29075,1.6399
2367,2028,4061,0.035001,0.0390378,0.302608,0.235171,0.151552,0.1969
2359,2028,4061,0.0342053,0.0353622,0.302118,0.235498,0.150634,0.1957
1632,2048,7040,0.0313892,0.0376545,0.0992352,0.12495,0.127286,0.0705
1614,2048,6102,0.0338229,0.0361242,0.096928,0.125139,0.11152,0.0695
331,2048,7040,0.0360638,0.0374804,0.0992896,0.124736,0.127078,0.0708
309,2048,6102,0.0348681,0.039639,0.0966656,0.124941,0.111309,0.0695
1865,2053,6155,0.0358152,0.0372527,1.23012,0.71239,0.890467,0.8829
2256,2142,25711,0.0598764,0.078898,0.198739,0.11016,0.154931,0.0705
758,2146,37198,0.0642593,0.0832541,0.438733,0.584496,0.312522,0.3401
423,2163,48098,0.088167,0.120826,0.554448,0.683837,0.380826,0.3458
1537,2169,8657,0.0373965,0.0440428,0.0155648,0.0224288,0.0216032,0.0119
2371,2182,4380,0.033094,0.0384164,0.129533,0.138416,0.0676896,0.0774
2363,2182,4380,0.0361999,0.0371226,0.129555,0.138122,0.0673792,0.0775
417,2203,36092,0.0714005,0.0969629,1.32124,1.09493,0.934813,1.0133
227,2205,8169,0.0349167,0.0395972,0.10967,0.0999168,0.0983008,0.0533
421,2283,25510,0.0566412,0.0766213,0.586877,0.550595,0.443802,0.384
1378,2290,10296,0.037236,0.0446484,1.40184,1.2717,1.4166,1.1605
1538,2327,12072,0.040665,0.0436769,0.0156672,0.0283424,0.0273408,0.0153
892,2339,342568,0.437508,0.670721,2.78596,1.85665,1.40748,1.6775
891,2339,342568,0.439601,0.668592,2.73574,1.85215,1.41445,1.6822
539,2395,9857,0.0422403,0.0551787,0.407389,0.501238,0.228861,0.1501
841,2398,10944,0.0406974,0.0479117,0.281923,0.15879,0.114064,0.1429
407,2410,28625,0.061337,0.0825254,0.575821,0.636797,0.465002,0.3976
2230,2454,14655,0.039781,0.0494366,0.0371904,0.0483136,0.050272,0.0326
1613,2500,7450,0.0372874,0.03864,0.140954,0.209946,0.181654,0.096
224,2529,54911,0.088798,0.128457,0.255514,0.357354,0.187286,0.1452
1401,2541,4951,0.0313577,0.0378934,0.0127104,0.0188192,0.0197632,0.0118
408,2548,29928,0.0641952,0.0825328,0.754234,0.702957,0.464067,0.486
411,2568,39098,0.0688562,0.101483,0.942531,0.832854,0.53176,0.7117
394,2597,40350,0.0643192,0.0923347,0.558154,0.548653,0.300138,0.2661
393,2597,39288,0.0695054,0.0923849,0.600544,0.57225,0.299418,0.2692
392,2597,40350,0.066043,0.0934501,0.558739,0.548784,0.300339,0.2653
391,2597,39288,0.067101,0.0920647,0.600365,0.573142,0.298186,0.2696
390,2597,40350,0.0631627,0.0870584,0.558819,0.550083,0.300541,0.2651
389,2597,39288,0.0682657,0.0929778,0.607213,0.571098,0.299616,0.269
425,2603,40192,0.0791637,0.104621,0.595437,0.777446,0.468989,0.4383
370,2624,19244,0.049518,0.0560782,0.171811,0.0860064,0.0749568,0.0745
1535,2836,9498,0.0368882,0.0422854,0.0420384,0.0305952,0.0267136,0.0172
836,2837,9500,0.0372206,0.0762071,0.0403424,0.0305856,0.0265216,0.0183
426,2870,13312,0.0400113,0.0452865,0.558077,0.33399,0.284778,0.1795
282,2873,15032,0.0492396,0.0671736,0.202362,0.16943,0.168854,0.1002
546,2880,14305,0.0437409,0.0497685,0.132906,0.068544,0.0746528,0.0391
545,2880,14305,0.044026,0.0519429,0.131856,0.067616,0.0744416,0.039
831,2903,10998,0.0399797,0.0401286,0.114192,0.0973888,0.10056,0.0496
830,2903,10998,0.0386469,0.042227,0.113862,0.0974912,0.101066,0.0496
465,2904,7798,0.035216,0.0384351,0.044928,0.0297216,0.0326656,0.0171
759,2910,88603,0.133346,0.194325,0.910429,1.01284,0.570058,0.5246
1539,2921,12803,0.0416884,0.0524388,0.0155392,0.0233696,0.0241632,0.0143
735,2954,23760,0.0516383,0.0681428,0.0704512,0.044,0.0391104,0.0239
324,2961,8773,0.0374592,0.0418093,0.153702,0.221619,0.27719,0.1056
1790,3001,6001,0.0318903,0.0350567,0.0120256,0.0227776,0.02344,0.0514
1239,3002,7002,0.0346734,0.0397418,0.0113984,0.0194592,0.0199712,0.0106
459,3008,19354,0.0471821,0.0540734,0.0259648,0.0263744,0.0275488,0.0152
457,3008,19354,0.0472719,0.0584009,0.0257344,0.0271104,0.027232,0.0146
825,3060,22672,0.0500017,0.0617634,1.16762,0.610733,0.43848,0.5705
432,3079,28461,0.0667558,0.0815816,0.62727,0.563709,0.465306,0.2565
460,3083,13035,0.0453198,0.0481801,0.0355776,0.0291232,0.0299072,0.0167
439,3096,54720,0.0932451,0.127298,0.57017,1.03595,0.611322,0.4241
73,3134,3134,0.0317603,0.035064,0.0071136,0.0154432,0.015872,0.0096
45,3134,24156,0.0639104,0.0886578,0.346666,0.241347,0.154624,0.1418
237,3140,278874,0.360564,0.550596,3.60041,7.79195,9.06393,2.1311
236,3140,278874,0.362783,0.539493,3.64956,7.72261,9.30396,2.13
829,3169,12005,0.0475977,0.0581636,0.373984,0.269216,0.285389,0.1451
828,3169,12005,0.0449991,0.0601534,0.375238,0.269123,0.286208,0.1452
444,3175,46051,0.0798617,0.106973,0.308429,0.40936,0.31048,0.1031
840,3198,6028,0.0321664,0.0364626,0.124752,0.0680288,0.0588832,0.0713
1633,3200,11040,0.0383054,0.045289,0.159142,0.174646,0.19313,0.0856
1623,3200,10758,0.0367241,0.0409852,1.52441,0.789462,0.715056,0.6826
1622,3200,34416,0.0638329,0.0799561,1.87713,1.17429,1.56826,1.4254
815,3242,148759,0.196473,0.281962,2.30914,2.49948,1.66697,1.6372
814,3242,148759,0.195467,0.289427,2.31377,2.48622,1.66012,1.6389
412,3251,35013,0.0649475,0.0903288,0.860682,0.581805,0.495107,0.4053
458,3268,19614,0.0463083,0.0587672,0.0258784,0.0254688,0.0272384,0.0147
456,3268,19614,0.0460357,0.0579475,0.025856,0.0261056,0.0273408,0.0147
246,3312,11571,0.0401529,0.0427824,0.139789,0.0812416,0.0934976,0.0522
440,3363,51417,0.0856419,0.113525,1.00502,1.12369,0.704822,0.7895
819,3402,69168,0.116749,0.160169,0.326154,0.179722,0.143763,0.1125
900,3432,11749,0.0591155,0.0730996,0.131034,0.055344,0.0515136,0.041
377,3456,34992,0.0644658,0.0814934,1.24768,1.27566,1.44292,0.9806
1540,3509,17833,0.0470194,0.0599737,0.0152928,0.0279872,0.0285664,0.0185
910,3534,22564,0.0630403,0.0782659,0.128371,0.0837376,0.085392,0.0407
890,3557,695665,0.870703,1.08452,6.92754,4.91007,3.29636,3.721
74,3562,3562,0.0309676,0.0326876,0.0069984,0.0160576,0.01608,0.0106
46,3562,81736,0.129834,0.182365,1.39673,1.26175,0.70103,0.9194
241,3564,12940,0.0435533,0.0544757,0.155421,0.149165,0.170192,0.0614
433,3565,35578,0.0702319,0.0915306,1.02112,0.60665,0.511181,0.5897
71,3600,3600,0.0303856,0.032667,0.0074176,0.015872,0.0159776,0.0097
43,3600,15100,0.0412999,0.0506805,0.144112,0.158195,0.204387,0.0609
1541,3792,16332,0.0503616,0.0625558,0.01696,0.0250112,0.0241568,0.0144
1544,3797,26716,0.0568494,0.0772962,0.0202624,0.033488,0.034304,0.0146
428,3909,59633,0.101561,0.140894,0.719469,1.23389,0.835786,0.4817
191,3937,16508,0.0428902,0.0568468,0.205331,0.267082,0.360349,0.1085
189,3937,16522,0.0464709,0.0533479,0.192371,0.198518,0.211664,0.0862
37,3948,60882,0.110899,0.155024,0.667949,1.01853,0.490598,0.3979
1542,3969,17524,0.0455786,0.0679105,0.0157408,0.0283584,0.0296928,0.0197
410,3973,42092,0.0720347,0.0935089,0.648666,1.01749,0.632221,0.448
1640,4000,7659,0.0336951,0.0396029,0.0521024,0.0424352,0.0338912,0.032
467,4008,4348,0.0299806,0.040458,0.0175328,0.019472,0.0203808,0.0133
2368,4028,8061,0.0427434,0.0505893,0.594867,0.606518,0.32993,0.3928
2360,4028,8061,0.041136,0.0528545,0.594304,0.596925,0.326045,0.3931
1214,4098,38227,0.0868323,0.155403,0.54009,0.606042,0.29368,0.2011
1866,4101,12299,0.041747,0.21502,2.45001,2.00138,2.51023,1.7653
737,4101,56658,0.0865547,0.125039,0.13449,0.0989536,0.0854048,0.0514
736,4101,56658,0.0917199,0.389477,0.133965,0.101549,0.0867328,0.0513
1543,4119,19909,0.0535011,0.0743467,0.0152672,0.025936,0.027648,0.0144
839,4134,9910,0.0410466,0.059579,0.27608,0.142883,0.147146,0.1517
2372,4182,8380,0.0415742,0.0574764,0.24159,0.412042,0.1664,0.1461
2364,4182,8380,0.0422363,0.096325,0.241789,0.418493,0.168861,0.1464
1449,4257,20861,0.0471263,0.0715222,0.896106,0.80128,0.773328,0.3012
1448,4257,20861,0.0469941,0.0666569,0.904854,0.787331,0.797907,0.3012
1207,4257,4257,0.0294725,0.0523072,0.007136,0.0163392,0.016688,0.0099
1206,4257,20861,0.0493726,0.0672332,0.892701,0.784256,0.78449,0.3015
1545,4307,19422,0.0492281,0.329328,0.0171232,0.0293824,0.030512,0.016
1868,4326,39566,0.0691971,0.113804,0.0147168,0.0333088,0.0359392,0.013
50,4410,111717,0.16565,0.25467,1.40746,1.86327,1.00773,1.0088
371,4510,11244,0.0447038,0.0567709,0.107094,0.0517216,0.0529376,0.034
360,4515,51111,0.0981273,0.135404,0.765494,0.54783,0.537398,0.2924
405,4562,71263,0.108608,0.179753,0.915395,0.896442,0.477597,0.3761
404,4562,72685,0.106536,0.156652,0.861782,0.84536,0.471859,0.3743
403,4562,71263,0.108268,0.156552,0.907965,0.889142,0.497462,0.3761
402,4562,72685,0.107037,0.177383,0.864816,0.831766,0.455782,0.3745
401,4562,71263,0.108258,0.158375,0.908973,0.894515,0.473296,0.3774
400,4562,72685,0.105074,0.152354,0.863459,0.833104,0.461206,0.3746
399,4562,71263,0.110656,0.276795,0.901635,0.897059,0.482307,0.3772
398,4562,72685,0.103202,0.172412,0.863043,0.833782,0.470634,0.3748
397,4562,71263,0.110164,0.285354,0.917344,0.903027,0.480666,0.3762
396,4562,72685,0.107338,0.15388,0.86647,0.841955,0.467357,0.3743
395,4562,71263,0.108492,0.25538,0.913997,0.898115,0.480666,0.3764
1546,4563,17969,0.0513189,0.070369,0.0201344,0.028,0.0297984,0.0171
1547,4598,17594,0.0517066,0.0741066,0.020192,0.0280032,0.0295968,0.0125
760,4704,54730,0.104292,0.171295,0.825536,0.839888,0.575696,0.3569
810,4720,13922,0.0439914,0.0698525,1.05219,1.029,0.90399,0.7484
1625,4800,16160,0.0412734,0.0616031,2.27118,1.84598,1.64117,1.0296
1624,4800,51727,0.0876023,0.124375,2.9223,2.97614,3.79494,2.1195
353,4875,55107,0.0860131,0.189258,0.423709,0.515936,0.44288,0.1511
350,4875,160383,0.215898,0.457282,1.1014,1.44636,0.756016,0.4442
38,4884,147631,0.211513,0.304478,1.08001,2.20493,1.17903,0.7292
157,4929,23740,0.0723629,0.102291,0.107072,0.10824,0.120829,0.0446
156,4929,23651,0.0723382,0.119019,0.106,0.101133,0.10527,0.044
540,4960,14422,0.0438155,0.0698375,0.160598,0.144416,0.123494,0.0669
332,5000,17300,0.0450745,0.113029,0.2344,0.422838,0.516304,0.1062
322,5000,12498,0.0458192,0.0627063,5.25648,4.3188,5.27329,3.9549
244,5005,12519,0.0443256,0.0969599,0.14681,0.128186,0.130352,0.0564
1548,5033,24382,0.0602821,0.0821856,0.0167776,0.0261856,0.0277504,0.0175
1365,5041,88472,0.143388,0.214483,6.93907,5.22399,5.84202,4.7785
336,5151,15251,0.0450044,0.132825,0.284714,0.661357,0.720998,0.1941
1444,5177,20181,0.058798,0.10581,0.0276864,0.0263104,0.029184,0.015
1536,5308,19074,0.0479151,0.0687281,0.0324384,0.0289888,0.0331776,0.0155
837,5308,19074,0.047315,0.153932,0.0328512,0.0294336,0.0331776,0.0154
1549,5321,35507,0.0689753,0.287795,0.0178304,0.0251744,0.0292896,0.0433
1550,5339,41955,0.0721521,0.155247,0.0198272,0.03104,0.0321472,0.0189
1611,5357,106526,0.161702,0.259596,1.85795,1.77466,1.30242,1.3059
2232,5374,199138,0.23948,0.510657,0.538669,0.466515,0.518861,0.1345
1610,5489,112505,0.169353,0.24972,0.970598,0.939379,0.716285,0.413
1609,5489,112505,0.176171,0.26515,0.932682,0.978432,0.6956,0.413
1608,5489,112505,0.169127,0.252472,0.921453,0.9548,0.717926,0.4142
1607,5489,143300,0.197248,0.295846,0.712656,1.59194,0.744861,0.6156
1606,5489,143300,0.20266,0.420044,0.71367,1.59799,0.727856,0.6155
1605,5489,143300,0.200302,0.296838,0.713805,1.58453,0.734416,0.6154
1366,5743,102265,0.163989,0.2556,7.83625,6.83546,7.09795,5.486
414,5773,38789,0.0713089,0.182639,0.845958,0.687498,0.679325,0.2964
1358,5832,155731,0.232156,0.595585,8.32297,6.80909,7.82428,5.7382
548,5850,31280,0.0635874,0.0917791,0.212922,0.123114,0.150115,0.0607
547,5850,31280,0.066019,0.0936475,0.216541,0.128701,0.142029,0.0606
466,5860,26378,0.0553307,0.129041,0.0924288,0.067856,0.0652224,0.0246
826,5940,45175,0.0750662,0.104802,2.19712,2.22508,1.73036,1.0819
1200,5952,11771,0.0391883,0.0654255,0.0291296,0.0281792,0.0336864,0.017
1551,5975,30223,0.0587499,0.0938538,0.016912,0.02232,0.0256992,0.0426
1235,6001,1137751,1.38055,1.69574,15.7924,5.16079,2.32069,3.5941
902,6136,23756,0.087325,0.134654,0.197648,0.083264,0.0841728,0.044
818,6316,87999,0.144562,0.219864,0.210138,0.123098,0.0827392,0.0692
1552,6317,31220,0.0637429,0.219095,0.0172832,0.0243072,0.0266176,0.0273
1554,6537,34714,0.068959,0.167748,0.0239104,0.0419648,0.0396288,0.0191
1553,6611,35472,0.0670696,0.357126,0.0222368,0.0401504,0.0371744,0.0166
454,6747,34920,0.0643711,0.109438,0.0465536,0.0345472,0.0374784,0.0178
569,6774,30485,0.0616178,0.0925268,1.13421,1.39722,0.808035,0.4967
568,6774,30485,0.0653262,0.0960844,1.12926,1.39574,0.816938,0.497
413,6867,52769,0.100025,0.153152,1.04324,1.32822,1.46073,0.5161
935,7055,20914,0.0512716,0.646287,0.338947,0.60527,0.820122,0.1556
934,7055,20914,0.0539571,0.0914376,0.339098,0.641037,0.812746,0.1554
1331,7102,88618,0.133139,0.199868,0.705482,0.854451,0.530426,0.2405
1330,7102,173651,0.244475,0.424598,1.30531,1.58967,0.69632,0.4837
2350,7135,20931,0.0634834,0.129694,0.0911328,0.0518336,0.0456672,0.033
2245,7224,46858,0.0724187,0.1144,0.75449,0.74759,0.672256,0.2369
1891,7245,27754,0.0610059,0.222852,0.158918,0.124454,0.0658432,0.0393
446,7320,154982,0.224848,0.362752,1.47037,4.93246,2.34742,1.1245
