m,nnzs,lvls,max_rl_cnt,max_cl_cnt,min_cl_cnt,min_rl_cnt,max_nnz_pl_rw,max_nnz_pl_cw,max_rl,max_cl,mean_rl,max_rpl,median_rpl,median_rl,median_cl,mean_nnz_pl_rw,std_rpl,std_nnz_pl_rw,std_rl,std_cl,mean_rpl,mean_max_cl_pl,mean_mean_cl_pl,mean_std_cl_pl,mean_max_rl_pl,mean_std_rl_pl,mean_mean_rl_pl,mean_min_rl_pl,mean_median_rl_pl,mkl_seq,mkl_par,cusparse_v1,cusparse_v2_lvl,cusparse_v2_nolvl,syncfree,winner,CPU winner,GPU winner,2nd,3rd,4th,5th,6th
51448,558004,181,1,427,21,5,6330,6450,5671,16,10.845981,541,292,11,11,3082.89502,179.87265,1949.402954,28.470846,1.60379,284.243103,13.911602,10.539462,1.332858,67.18232,2.889555,41.880028,37.895027,41.823204,0.66725,0.919181,0.967354,0.817648,2.59287,0.9247,1,1,4,4,2,6,3,5
51537,531157,1530,2,8,513,497,1840,3370,29,27,10.306324,497,16,10,10,347.161438,43.409908,415.747864,3.834046,3.569052,33.684315,14.949019,9.738034,2.492054,15.664052,2.693688,10.420447,6.18366,10.131372,0.809493,1.30785,4.95652,4.00821,5.713,2.7002,1,1,7,2,6,4,3,5
51993,204565,89,2,1,10338,11083,13336,20427,18,17,3.934472,11083,121,4,4,2298.483154,1410.784668,3680.85376,2.289787,2.089812,584.19104,7.438202,3.289899,1.17581,10.808989,1.558765,5.443133,2.707865,5.264045,0.406879,0.729269,0.315952,0.194778,0.301459,0.1269,6,1,7,4,5,3,1,2
52329,1375396,1331,1,1,515,396,3477,16997,207,115,26.283628,402,34,26,26,1033.355347,42.308174,659.708435,14.236483,15.537026,39.315552,55.585274,23.097652,12.282105,61.624344,11.363522,30.102751,11.117956,28.418106,2.39476,2.55371,6.08567,4.82622,3.79782,3.8381,1,1,6,2,5,6,4,3
52804,5333507,4056,1,1,280,13,5499,7114,262,2703,101.005737,56,12,99,78,1314.967163,7.117404,812.94043,46.281342,97.775391,13.018738,213.678253,104.032814,57.568459,158.519974,29.880178,102.732948,60.113907,98.800667,12.1963,12.9215,20.0302,20.7943,7.62142,9.2987,5,1,6,6,1,2,3,4
53370,401001,371,131,131,7222,7725,146964,141369,101,99,7.513603,7725,99,3,3,1080.865234,547.52478,7764.213379,13.933427,13.862447,143.854446,11.911051,5.170007,2.284914,22.113207,3.995626,7.579464,4.908356,5.859838,0.548716,0.809726,1.75176,2.02491,1.55996,0.4538,6,1,7,1,2,5,3,4
53370,401001,371,131,131,7222,7725,146964,141369,101,99,7.513603,7725,99,3,3,1080.865234,547.52478,7764.213379,13.933427,13.862447,143.854446,11.911051,5.170007,2.284915,22.113207,3.995626,7.579464,4.908356,5.859838,0.554541,0.789921,1.71617,2.03385,1.55392,0.4541,6,1,7,1,2,5,3,4
54019,526117,1368,1,1,34,27,1615,683,1426,82,9.739481,61,42,10,10,384.58844,11.691822,122.790588,6.647758,2.147079,39.487572,14.081141,9.691367,1.807554,15.910088,2.142771,9.933939,5.94079,10.098684,0.747634,0.972936,5.47457,7.34397,7.41438,1.9929,1,1,7,2,6,3,4,5
54870,1366097,3624,1,2,1,5,1309,1365,57,276,24.896975,49,17,26,25,376.958344,11.536799,289.702667,5.432829,5.638656,15.140729,29.37969,24.860504,3.438664,31.003588,3.804875,25.049423,16.766281,25.907146,2.22573,2.44501,10.8458,13.5065,7.12284,5.1291,1,1,7,2,6,5,3,4
54929,212427,1327,120,119,7848,7625,7665,16383,44,34,3.867301,7625,26,3,3,160.080627,220.061874,313.769623,3.378359,3.925288,41.393368,17.740768,4.491878,3.966847,13.248681,2.515002,4.436928,2.165787,3.850791,0.318676,0.59976,3.99495,10.0234,12.0902,1.2832,1,1,7,2,6,3,4,5
54929,212427,1327,120,119,7848,7625,7665,16383,44,34,3.867301,7625,26,3,3,160.080627,220.061874,313.769623,3.378359,3.925288,41.393368,17.740768,4.491878,3.966847,13.248681,2.515002,4.436928,2.165787,3.850791,0.313894,0.491906,4.07697,8.70305,11.0151,1.2821,1,1,7,2,6,3,4,5
55476,407714,190,3,2,2633,3524,4353,43518,20,41,7.349376,3524,272,8,6,2145.863037,307.845154,1513.199463,3.535642,4.694799,291.978943,18.052631,5.818604,3.134056,15.094737,2.412629,8.617677,4.021053,8.7,0.750278,1.03421,0.827114,0.547926,1.79261,0.4803,6,1,7,4,1,3,2,5
56814,4433209,154,13662,1,28339,13952,2912672,83566,211,27734,78.03022,14002,67,6,3,28787.07227,1572.713135,233408.0156,86.128654,958.758789,368.922089,12399.05176,10308.88867,465.396118,66.506493,22.265976,42.783463,18.733767,21.545454,9.13056,8.9009,0.848416,1.25085,1.16787,1.1177,3,2,3,6,5,4,2,1
57735,195628,6,45,1,26591,22252,67232,122448,29,34,3.388378,22252,8547.5,2,2,32604.66602,8128.391602,25194.21289,3.538401,4.221814,9622.5,21.333334,2.22873,2.324485,21.666666,3.227809,5.08596,2.166667,3.666667,0.302774,0.490176,0.0376864,0.0639488,0.0756672,0.036,6,1,7,3,4,5,1,2
57975,294955,2,1,1,26718,31257,263698,268237,496,2346,5.087624,31257,28987.5,1,2,147477.5,2269.5,116220.5,7.067731,44.548328,28987.5,1173.5,4.790831,30.225935,248.5,4.061301,5.434838,2,4,0.412865,0.765227,0.043104,0.087536,0.0861184,0.0484,3,1,3,6,5,4,1,2
57975,294955,2,1,1,26718,31257,263698,268237,496,2346,5.087624,31257,28987.5,1,2,147477.5,2269.5,116220.5,7.067731,44.548328,28987.5,1173.5,4.790831,30.225937,248.5,4.061301,5.434838,2,4,0.39962,0.638813,0.0435808,0.0875456,0.0866304,0.0483,3,1,3,6,5,4,1,2
59310,448121,411,151,151,8022,8585,165384,159369,101,99,7.555573,8585,99,3,3,1090.318726,579.014038,8303.957031,14.045152,13.988678,144.306564,11.871046,5.161557,2.274685,22.12652,3.986848,7.571499,4.917275,5.849148,0.632663,0.855074,1.82848,2.17042,1.70824,0.518,6,1,7,1,2,5,3,4
59310,448121,411,151,151,8022,8585,165384,159369,101,99,7.555573,8585,99,3,3,1090.318726,579.014038,8303.957031,14.045152,13.988678,144.306564,11.871046,5.161557,2.274685,22.12652,3.986848,7.571499,4.917275,5.849148,0.61193,0.924684,1.84151,2.0592,1.76558,0.5181,6,1,7,1,2,5,3,4
60000,179999,60000,20000,20000,1,1,4,4,4,4,2.999983,1,1,3,3,2.999983,0,0.816527,0.816527,0.816527,1,2.999983,2.999983,0,2.999983,0,2.999983,2.999983,2.999983,0.2991,0.524319,61.8488,115.73,136.528,48.7076,1,1,7,2,6,3,4,5
60008,170008,3,2,1,15002,15002,94998,94998,5004,9994,2.833089,30004,15002,2,2,56669.33203,7072.010254,32743.44727,28.928534,45.644783,20002.66602,3332.333252,3.110785,30.398817,1669,19.236673,3.110785,2.333333,3,0.242282,0.419225,0.180909,0.182582,0.159952,0.174,5,1,6,6,3,4,1,2
60012,360023,3,1,10,20001,20011,300012,280022,40012,20002,5.999184,20011,20001,2,3,120007.6641,4.966555,127543.6172,163.399307,258.145966,20004,6668.666504,5.997801,148.978073,13338.33301,94.273827,5.99995,5.333333,5.333333,0.456076,0.784327,0.671213,1.24772,0.967782,0.642,1,1,7,6,3,2,5,4
60098,1020040,106,29700,10,306,23,10224,181676,32,30002,16.972944,604,600,3,5,9623.018555,123.960495,2313.709961,14.993108,386.971985,566.96228,872.99054,130.124176,291.407227,30.481133,14.033208,16.338764,2.273585,15.372642,0.993129,1.40773,0.480538,0.386922,4.56304,0.9627,4,1,4,3,6,1,2,5
60740,1045090,1255,1,123,6,2,2153,2293,45,36,17.205959,155,35,14,14,832.741028,39.742565,491.830719,6.619945,5.822378,48.398407,29.803186,18.861418,5.34319,31.712351,5.674469,19.939196,11.366534,19.560558,1.53618,2.04689,5.26859,5.45652,3.65804,2.2188,1,1,7,2,6,5,3,4
61349,1721579,59529,1,4,217,217,1022,4075,1022,920,28.062056,217,1,19,19,28.920006,0.931982,78.95639,77.872803,77.873451,1.030573,28.646828,28.578306,0.066034,28.684893,0.074012,28.608664,28.531841,28.609158,3.04886,3.1502,98.9,78.4971,91.0358,80.7968,1,1,4,2,4,6,5,3
61349,3016148,59529,1,1,217,217,1150,4075,1150,1024,49.163769,217,1,19,19,50.66687,0.931982,131.893906,130.172012,130.146942,1.030573,50.393692,50.325115,0.066034,50.431755,0.074012,50.355492,50.278706,50.356018,6.31182,7.57688,115.724,80.6755,100.85,84.2295,1,1,4,2,4,6,5,3
62424,890108,4176,1,3,281,6,584,540,36,28,14.259067,34,14,14,14,213.148468,6.607149,96.945885,2.852897,2.908066,14.948276,17.645594,14.1987,2.233223,18.921455,2.191798,14.300532,10.465517,14.438697,1.11017,1.42479,10.5482,19.8054,23.0125,5.2612,1,1,7,2,6,3,4,5
62424,890108,4176,1,3,281,6,584,540,36,28,14.259067,34,14,14,14,213.148468,6.607149,96.945885,2.852897,2.908066,14.948276,17.645594,14.1987,2.233223,18.921455,2.191798,14.300532,10.465517,14.438697,1.20638,1.59314,10.555,20.3533,21.8349,5.2666,1,1,7,2,6,3,4,5
62424,890108,4176,1,3,281,6,584,540,36,28,14.259067,34,14,14,14,213.148468,6.607149,96.945885,2.852897,2.908066,14.948276,17.645594,14.1987,2.233223,18.921455,2.191798,14.300532,10.465517,14.438697,1.23002,1.38218,10.5241,21.4528,22.7758,5.2626,1,1,7,2,6,3,4,5
62451,2034917,2397,245,12446,244,244,1053,1060,40,40,32.584217,244,26,37,37,848.943237,6.859215,169.876526,7.335918,7.477884,26.053818,39.739258,32.605358,6.94522,38.730495,6.697184,32.530525,18.006676,35.856487,4.04511,4.58806,11.7305,16.6128,10.5,3.8807,6,1,7,1,2,5,3,4
62500,249983,25,5553,415,16944,5555,29442,37602,8,12,3.999728,7271,1776,4,4,9999.320312,2439.867432,9397.833008,1.861763,2.754037,2500,8.64,2.780712,1.60954,7.04,1.361495,4.746437,2.48,4.28,0.329075,0.584469,0.111082,0.0909888,0.11776,0.0532,6,1,7,4,3,5,1,2
63838,7106348,4395,1,1,246,13,5492,8647,297,3423,111.318459,54,13,109,92,1616.916504,8.139735,1091.830811,48.370564,108.483139,14.525143,236.53447,118.768654,64.396896,167.545395,30.917456,110.268738,64.395226,106.803757,16.5386,17.2532,23.741,22.2518,8.52644,10.4146,5,1,6,6,1,2,4,3
64089,247927,1547,140,139,9148,8885,8925,19063,44,34,3.86848,8885,26,3,3,160.263092,237.498367,337.342407,3.378389,3.925571,41.427925,17.755011,4.49397,3.969502,13.254686,2.516238,4.434503,2.162896,3.847123,0.380249,0.603091,4.98832,13.6618,14.3761,1.4912,1,1,7,2,6,3,4,5
64089,247927,1547,140,139,9148,8885,8925,19063,44,34,3.86848,8885,26,3,3,160.263092,237.498367,337.342407,3.378389,3.925571,41.427925,17.755011,4.49397,3.969502,13.254686,2.516238,4.434503,2.162896,3.847123,0.360523,0.571573,4.95223,14.8931,14.3209,1.4906,1,1,7,2,6,3,5,4
64810,315408,2,1,2,28264,36546,278862,287144,2774,273,4.866656,36546,32405,1,2,157704,4141,121158,13.435335,14.09251,32405,137,4.428529,9.106127,1387.5,9.612242,5.433166,2,3.5,0.502982,0.766636,0.0616736,0.15583,0.144589,0.0445,6,1,7,3,5,4,1,2
65025,547625,1634,3318,3007,16384,3022,10282,75475,12,25,8.421761,3022,33,9,6,335.143829,121.507599,581.380127,2.662316,7.632656,39.794983,7.562424,4.323209,2.375835,11.520196,1.103489,9.495933,7.240514,9.224602,0.779933,1.01182,5.88228,13.5342,7.45155,2.3313,1,1,7,2,6,3,5,4
66127,863353,382,54212,54212,24,24,3369,3369,14,14,13.055984,254,194.5,14,14,2260.086426,79.203934,1080.775146,2.338066,2.33782,173.10733,13.787958,12.522171,2.338567,13.787958,2.270465,12.562016,4.751309,13.455498,1.03033,1.29471,1.58852,2.34933,2.77197,1.1741,1,1,7,6,2,3,4,5
66127,863353,382,54212,54212,24,24,3369,3369,14,14,13.055984,254,194.5,14,14,2260.086426,79.203934,1080.775146,2.338066,2.33782,173.10733,13.787958,12.522171,2.338567,13.787958,2.270465,12.562016,4.751309,13.455498,1.18773,1.35764,1.72811,2.27452,2.79563,1.1736,6,1,7,1,2,3,4,5
66917,885141,816,80,45,3,3,1972,1988,18,21,13.227446,148,88,14,14,1084.731567,38.045685,523.280884,1.915814,2.311676,82.006126,16.849264,12.948769,2.378228,15.72304,1.886591,12.758938,7.085784,13.398284,1.40146,1.58977,3.29134,3.30562,2.5727,1.3571,6,1,7,1,2,5,3,4
67024,1141880,65795,36529,41913,291,14,48,227,19,19,17.036882,14,1,19,19,17.355118,0.163463,3.066494,2.797128,3.467694,1.018679,17.256889,17.204424,0.049662,17.173706,0.055275,17.115973,17.057268,17.11694,1.84729,1.78574,96.3018,75.0826,84.0732,87.3587,2,2,4,1,4,5,6,3
67173,1983753,416,12789,10368,15003,13024,13600,223867,42,50,29.532,13024,108,40,32,4768.637207,641.711243,3831.053223,15.425108,20.484344,161.473557,47.091347,34.096863,12.352026,40.778847,3.056476,37.770664,33.329327,36.963943,4.30338,4.47356,2.15491,2.02838,2.79807,1.8691,6,1,7,4,3,5,1,2
67458,345714,2,1,4,29026,38432,307282,316688,4316,234,5.124878,38432,33729,1,2,172857,4703,134425,18.149952,13.650705,33729,117.5,4.620108,8.725276,2158.5,13.353229,5.79322,2,4.5,0.511897,0.777081,0.0782784,0.296694,0.168349,0.0537,6,1,7,3,5,4,1,2
67759,324169,522,74,79,20805,48,1110,1119,8,10,4.784147,231,133,5,6,621.013428,58.254288,288.868042,1.066751,2.673038,129.806519,7.881226,4.683982,2.590185,6.254789,1.008708,4.719378,2.287356,4.867816,0.529868,0.831059,2.08179,2.40887,8.34437,1.4723,1,1,7,2,6,3,4,5
68121,1404561,17424,258,496,4,1,1064,84,524,30,20.61862,4,4,13,21,80.61071,0.41733,169.608475,62.373482,2.25342,3.909607,20.607265,20.599718,0.007547,28.023645,1.91747,26.106174,24.188705,26.106174,2.21954,2.57405,32.5335,37.9782,30.3107,23.223,1,1,7,2,6,5,3,4
68902,222230,358,2,10,4113,628,1974,3155,33,15,3.225306,628,123,3,3,620.754211,163.304153,544.032349,1.830454,1.632894,192.463684,8.349162,3.265993,1.52759,10.497207,1.619755,3.303289,2.027933,2.828212,0.629626,0.889919,1.49385,1.14325,1.6216,0.7269,1,1,7,6,2,4,3,5
68924,363955,2,1,58,29622,39302,324653,334333,4364,204,5.280526,39302,34462,1,2,181977.5,4840,142675.5,18.26178,14.696549,34462,102.5,4.753384,9.414894,2182.5,13.410815,5.97993,2,4.5,0.510701,0.773642,0.0774944,0.210307,0.169885,0.0583,6,1,7,3,5,4,1,2
70304,1519552,46,18840,580,21532,2044,268484,339032,63,37,21.614019,11694,540,5,36,33033.73828,2791.953613,64799.01953,25.796522,16.763189,1528.347778,29.456522,23.231474,8.552206,39.826088,15.153625,14.481208,2.586957,5.293478,1.76845,2.242,0.260838,0.260704,0.593808,0.3059,4,1,4,3,6,5,1,2
70304,1519552,46,18840,580,21532,2044,268484,339032,63,37,21.614019,11694,540,5,36,33033.73828,2791.953613,64799.01953,25.796522,16.763189,1528.347778,29.456522,23.231474,8.552206,39.826088,15.153625,14.481208,2.586957,5.293478,1.69345,2.33711,0.259843,0.362048,0.590435,0.3057,3,1,3,6,4,5,1,2
70656,949510,4340,1,31,4,8,1600,1612,30,25,13.438491,120,10,14,14,218.781113,18.619148,244.324051,3.08494,2.615999,16.280184,17.341936,13.434733,2.409678,17.847696,2.660663,13.65206,8.964516,13.765553,1.3979,1.61347,10.7306,18.583,9.32996,5.5861,1,1,7,2,6,5,3,4
71505,2682895,1119,1,1,590,152,6464,21194,200,303,37.520382,325,52,40,27,2397.582764,48.992878,1380.776611,20.088358,37.213577,63.900803,144.17337,35.216682,29.695679,79.817696,14.154331,42.108597,17.794458,40.995979,6.08845,6.47663,6.22477,4.15023,1.92943,1.9386,5,1,6,6,4,1,3,2
72000,14393817,11471,1,1,19,27,3595,9922,481,483,199.914124,27,6,200,202,1254.800537,3.19663,737.934265,81.559311,101.044868,6.276698,298.388275,224.843277,50.69928,278.861725,57.948875,190.854507,107.690697,189.153427,34.7197,43.5821,64.8578,44.8056,19.6047,26.7812,5,1,6,6,1,2,4,3
73752,1835470,3017,5,7,1,1,1057,1043,42,42,24.887054,38,28,24,24,608.375854,9.775493,251.382385,7.184701,7.182112,24.445477,31.334106,24.475443,6.488623,31.51276,6.535786,24.623405,17.366589,24.853828,3.55638,4.27989,11.7793,11.3518,8.37181,7.1417,1,1,7,2,6,5,4,3
74752,335872,516,2048,512,8505,4608,34658,59904,17,39,4.493151,8921,25,4,3,650.914734,801.379333,3101.900635,3.2263,5.018948,144.86821,2.203488,2.053572,0.060513,8.124031,0.896093,6.454719,5.937984,5.965117,0.469323,0.77778,1.18043,2.97864,2.92014,0.5297,1,1,7,6,2,3,5,4
75000,299982,25,5553,554,29444,5555,32332,44204,8,14,3.99976,7741,2587,4,3,11999.28027,2655.598145,10862.52637,1.699553,3.248483,3000,10.16,2.843085,1.907613,7.04,1.245765,4.458198,2.48,3.82,0.397232,0.705424,0.113792,0.101546,0.133008,0.0599,6,1,7,4,3,5,1,2
76216,1055457,34,18810,1,38099,19021,655303,113735,34,38022,13.848234,20902,7,6,3,31042.85352,4734.24707,110086,12.837306,436.031189,2241.646973,11306.64746,2324.59668,4395.605469,10.264706,2.559932,7.108235,3.411765,6.294117,1.28396,1.62452,0.346448,0.453648,0.382976,1.2141,3,1,3,5,4,6,1,2
76480,228482,13038,25122,25122,161,161,477,476,4,4,2.987474,162,2,3,3,17.524313,22.337435,53.979961,0.820692,0.820692,5.865931,3.975303,3.938307,0.017019,3.975303,0.009686,3.944761,3.926753,3.94493,0.38167,0.617452,16.809,60.0869,48.9326,11.2849,1,1,7,2,6,3,5,4
76638,468096,2,1,2,31824,44814,423282,436272,6720,241,6.107884,44814,38319,1,2,234048,6495,189234,26.341646,14.597453,38319,121,5.367586,9.120311,3360.5,19.89044,7.150358,2,4.5,0.648426,1.01477,0.195818,0.28713,0.223232,0.0777,6,1,7,3,5,4,1,2
79171,2215638,1726,2328,3,110,8,2519,2719,39,80,27.985474,85,47,27,27,1283.683716,21.811577,642.5672,5.958714,13.252465,45.86964,54.407299,27.383179,12.792381,37.163383,5.472892,27.190613,16.264774,26.37051,4.94822,5.1594,7.84678,12.1325,9.79722,4.9764,1,1,7,6,2,3,5,4
79171,2215638,1726,2328,3,110,8,2519,2719,39,80,27.985474,85,47,27,27,1283.683716,21.811577,642.5672,5.958714,13.252465,45.86964,54.407299,27.383179,12.792381,37.163383,5.472892,27.190613,16.264774,26.37051,5.05518,5.33443,7.84054,13.0366,10.6023,4.9739,6,1,7,1,2,3,5,4
79171,2215638,1726,2328,3,110,8,2519,2719,39,80,27.985474,85,47,27,27,1283.683716,21.811577,642.5672,5.958714,13.252465,45.86964,54.407299,27.383179,12.792381,37.163383,5.472892,27.190613,16.264774,26.37051,5.02589,5.84674,7.8642,13.075,10.7046,4.9761,6,1,7,1,2,3,5,4
79841,316881,7,58504,4,39232,20329,188645,179001,5,11,3.968901,37869,2204,5,3,45268.71484,13717.94238,66670.46875,1.73878,3.27263,11405.85742,4.142857,2.753172,0.436074,4.428571,0.142067,4.386754,3.714286,4.428571,0.508816,0.767206,0.0441856,0.095488,0.195779,0.0902,3,1,3,6,4,5,1,2
80016,231123,3,4,1,20004,20004,131103,131103,5004,5002,2.88846,40008,20004,2,2,77041,9429.975586,45404.73438,35.404507,32.13245,26672,1668.333374,3.184613,21.373396,1669,23.559229,3.184613,2.333333,3,0.330889,0.557039,0.141235,0.277968,0.253536,0.1132,6,1,7,3,5,4,1,2
80016,235029,3,4,2,20004,20004,135009,135009,5004,5004,2.937275,40008,20004,2,2,78343,9429.975586,46965.49609,35.407379,35.398563,26672,1669,3.2497,23.551819,1669,23.557709,3.2497,2.333333,3,0.31945,0.790692,0.136163,0.223664,0.213693,0.1147,6,1,7,3,5,4,1,2
80209,190423,15,1,1,28210,46341,46341,85538,6704,47,2.374085,46341,72,1,3,12694.86621,11773.76856,14674.58301,29.859903,1.248473,5347.266602,12.266666,3.011934,1.734148,881.799988,184.789703,72.404091,2.933333,9.4,0.314948,0.622212,0.244166,0.403034,0.241251,0.0731,6,1,7,5,3,1,4,2
80595,279794,2,39601,39402,40198,40397,239397,239596,6,6,3.471605,40397,40297.5,1,2,139897,99.5,99500,2.490933,2.486965,40297.5,3.5,3.465517,0.230213,3.5,0.181438,3.477723,2,3.5,0.356305,0.609301,0.0243424,0.0862176,0.09736,0.049,3,1,3,6,4,5,1,2
80800,311492,207,69300,69300,1,1,3046,3046,4,4,3.855099,788,388,4,4,1504.792236,237.778931,921.071777,0.359274,0.359274,390.338165,3.971014,3.802529,0.351978,3.971014,0.351978,3.80253,2.541063,3.939614,0.420673,0.668418,0.87775,2.1565,4.81138,1.0564,1,1,3,2,3,6,4,5
81920,204800,1016,6824,6828,6824,6828,18158,27312,4,4,2.5,8225,20,3,2,201.574799,413.568756,841.690308,0.763741,0.763741,80.629921,2.876969,2.135298,0.4837,3.514764,0.4837,2.864704,2.123031,2.948819,0.318926,0.532654,1.86312,8.34508,2.47757,0.8646,1,1,7,2,6,3,5,4
81920,204800,1016,6824,6828,6824,6828,18158,27312,4,4,2.5,8225,20,3,2,201.574799,413.568756,841.690308,0.763741,0.763741,80.629921,2.876969,2.135298,0.4837,3.514764,0.4837,2.864704,2.123031,2.948819,0.324148,0.815083,1.85864,7.7768,2.34721,0.8646,1,1,7,2,6,3,5,4
82654,328556,971,16,5,7324,14203,14203,95100,9,10,3.975077,14203,33,4,4,338.368683,465.305817,583.28717,1.751247,1.88067,85.122551,6.159629,3.273517,1.363493,7.107106,1.092257,4.723959,2.46241,4.758496,0.937099,1.25147,3.05713,5.79767,2.8544,1.0469,1,1,7,6,2,5,3,4
83334,3046907,596,14,14,3657,3657,12222,12504,66,78,36.562592,3657,109,40,40,5112.260254,173.925842,3798.43335,10.897216,12.224581,139.822144,54.617451,35.960957,9.847961,51.902683,6.728021,36.700813,16.119127,38.651844,7.25772,7.64395,3.1105,2.65217,5.17335,2.7399,4,1,4,6,3,5,1,2
84064,395811,2,1,2,36114,47950,347861,359697,5172,176,4.708448,47950,42032,1,2,197905.5,5918,149955.5,19.087433,12.320525,42032,88.5,4.250751,7.873411,2586.5,14.191209,5.316152,2,4.5,0.582117,0.818587,0.119104,0.249549,0.199581,0.0691,6,1,7,3,5,4,1,2
84414,6641591,154,20493,1,42139,20852,4369002,124828,211,41530,78.678787,21002,67,6,3,43127.21484,2355.57373,350116.375,86.274216,1178.454956,548.142883,18572.75391,15431.59277,678.040894,66.512985,22.281418,42.81028,18.727272,21.538961,13.96,14.2823,0.944774,1.46169,1.37881,1.5603,3,1,3,5,4,6,1,2
84617,264734,879,17880,35760,299,299,897,1195,5,4,3.128615,299,110,3,3,301.176331,47.868099,148.238907,1.062893,0.840911,96.265076,3.491467,3.117085,0.463095,3.986348,0.73581,3.133816,2.498293,2.508533,0.439822,0.663563,3.18347,12.9236,10.1309,2.4257,1,1,7,2,6,3,5,4
85623,1230286,136,4,1,5716,613,26151,35906,35,143,14.368639,1618,462,14,9,9046.220703,510.233612,8494.828125,5.825901,16.960369,629.580872,61.867645,17.413652,10.270906,26.691177,3.747224,14.457656,5.588235,14.132353,2.03783,2.49938,0.63575,0.406736,0.438781,0.2569,6,1,7,4,5,3,1,2
86916,347644,137,1,1,31867,3395,11708,28656,1076,28030,3.99977,3395,492,4,2,2537.547363,591.376587,2300.332031,4.004321,98.277466,634.42334,431.452545,4.430371,23.59009,20.189781,1.778419,4.280753,2.313869,4.025548,0.661998,0.920483,0.704406,0.739718,1.07028,1.0118,1,1,3,3,4,2,6,5
87190,348876,137,1,1,31545,3220,11708,28624,1076,28030,4.00133,3220,451,4,2,2546.540039,597.500549,2337.972168,3.989434,98.399368,636.42334,426.291962,4.468921,23.734758,19.386862,1.783189,4.280212,2.321168,4.021898,0.668259,0.940646,0.653718,0.72527,1.07253,1.024,3,1,3,1,4,2,6,5
87190,348876,137,1,1,31545,3220,11708,28624,1076,28030,4.00133,3220,451,4,2,2546.540039,597.500549,2337.972168,3.989434,98.399368,636.42334,426.291962,4.468921,23.734758,19.386862,1.783189,4.280212,2.321168,4.021898,0.67263,0.956417,0.652701,0.72752,1.13019,1.0251,3,1,3,1,4,2,6,5
87500,349981,25,5553,554,40834,5555,37719,48659,8,16,3.999783,8298,3465,4,3,13999.24023,2926.763672,12447.59082,1.573484,3.623506,3500,11.92,2.927789,2.210843,7.04,1.142197,4.299459,2.48,3.8,0.466517,0.671993,0.165968,0.115715,0.149594,0.0733,6,1,7,4,5,3,1,2
88263,429856,842,31,22,27233,76,1628,1631,8,10,4.870172,327,79,5,6,510.517822,89.651016,451.368866,1.002864,2.712827,104.825417,7.716152,4.579453,2.551118,5.986936,0.957133,4.644433,2.491686,4.675178,0.707605,0.960109,2.73105,3.82216,9.66522,1.5793,1,1,7,2,6,3,4,5
89400,622812,896,87910,87910,1,1,1041,1041,7,7,6.966577,149,112.5,7,7,695.102661,49.499226,346.908508,0.304591,0.304591,99.776787,6.977679,6.904216,0.292891,6.977679,0.292893,6.904208,4.825893,6.967076,0.742628,0.935892,3.58279,9.42421,14.1832,3.2048,1,1,7,2,6,3,4,5
90449,1921955,1495,14652,14652,1,1,2388,2400,24,24,21.249046,101,63,21,21,1285.588623,32.442322,708.815369,2.361857,2.399184,60.501003,21.371906,20.868393,1.520404,21.361874,1.511207,20.844538,12.761204,21.253511,4.01492,4.44574,5.93375,5.66536,8.16537,7.951,1,1,4,2,4,3,6,5
90449,2455670,2389,14504,14504,1,1,1497,1506,30,30,27.149775,51,50,27,27,1027.907104,15.931973,447.346039,2.672327,2.672364,37.860611,27.328171,26.691648,1.876209,27.320637,1.828861,26.646379,18.632063,27.179363,5.31948,5.90497,9.32802,9.75354,7.68379,8.1277,1,1,6,2,5,6,3,4
93279,652264,2,1,7,18,93261,559003,652246,93262,12,6.992614,93261,46639.5,1,7,326132,46621.5,232871,653.460632,1.059593,46639.5,6.5,3.996885,0.52821,46631.5,17667.99023,15528.36133,1880,2851,1.01526,1.36776,1.77369,2.94672,2.06561,0.4873,6,1,7,1,2,3,5,4
94294,319864,42,1,1,40695,8237,20334,35210,1089,27637,3.392199,8237,1914.5,3,2,7615.80957,1935.032471,5275.894043,3.852983,93.439964,2245.095215,957.714294,2.951152,22.339005,39.666668,1.695869,3.894537,2.190476,3.714286,0.625299,1.09166,0.300806,0.491674,0.67543,0.9186,3,1,3,4,1,5,6,2
94294,369544,144,1,1,35936,3624,12395,28565,1089,27667,3.919062,3624,444,4,2,2566.277832,690.808228,2566.310303,3.909081,94.269569,654.819458,419.784729,4.312907,20.963348,20.076389,1.702991,4.422951,2.486111,4.243055,0.688698,0.965333,0.69079,0.727002,1.2201,1.0405,1,1,3,3,4,2,6,5
94294,369544,144,1,1,35936,3624,12395,28565,1089,27667,3.919062,3624,444,4,2,2566.277832,690.808228,2566.310303,3.909081,94.269569,654.819458,419.784729,4.312907,20.96335,20.076389,1.702991,4.422951,2.486111,4.243055,0.703889,1.20541,0.692304,0.686723,1.1519,1.0398,4,1,4,3,1,6,5,2
97569,2626974,95103,2,2,285,285,358,5379,358,358,26.924269,285,1,19,19,27.62241,0.966197,39.408878,39.043301,39.043301,1.02593,27.386477,27.328447,0.055892,27.419567,0.063064,27.35466,27.28916,27.355236,6.02433,6.72527,156.329,116.834,132.274,132.6743,1,1,4,2,4,5,6,3
