m,nnzs,lvls,max_rl_cnt,max_cl_cnt,min_cl_cnt,min_rl_cnt,max_nnz_pl_rw,max_nnz_pl_cw,max_rl,max_cl,mean_rl,max_rpl,median_rpl,median_rl,median_cl,mean_nnz_pl_rw,std_rpl,std_nnz_pl_rw,std_rl,std_cl,mean_rpl,mean_max_cl_pl,mean_mean_cl_pl,mean_std_cl_pl,mean_max_rl_pl,mean_std_rl_pl,mean_mean_rl_pl,mean_min_rl_pl,mean_median_rl_pl,mkl_seq,mkl_par,cusparse_v1,cusparse_v2_lvl,cusparse_v2_nolvl,syncfree,winner,CPU winner,GPU winner,2nd,3rd,4th,5th,6th
3198,6028,52,1,42,2552,2599,2599,3256,43,19,1.884928,2599,5,1,1,115.92308,356.581635,357.975677,3.560768,3.09156,61.5,15.326923,5.572776,5.316928,20.038462,6.753847,8.674705,2.576923,6.923077,0.0321664,0.0364626,0.124752,0.0680288,0.0588832,0.0713,1,1,6,2,5,4,6,3
3200,11040,80,1521,1521,1,1,275,275,4,4,3.45,79,40,3,3,138,23.086792,80.757042,0.54658,0.54658,40,3.925,3.383373,0.521416,3.925,0.521416,3.383374,2.5,3.45,0.0383054,0.045289,0.159142,0.174646,0.19313,0.0856,1,1,7,2,6,3,4,5
3200,10758,798,199,198,16,14,24,32,6,7,3.361875,14,3.5,3,3,13.481203,3.019552,9.04647,1.063742,1.275851,4.010025,4.740602,3.839209,0.486038,4.616541,0.44722,3.854603,3.25188,3.74812,0.0367241,0.0409852,1.52441,0.789462,0.715056,0.6826,1,1,7,2,6,5,4,3
3200,34416,1399,396,198,208,8,58,56,16,18,10.755,8,1,10,11,24.60043,2.05195,18.977577,3.290892,5.434436,2.287348,15.772695,14.080827,1.210954,12.791994,0.770791,11.922432,11.08792,11.802001,0.0638329,0.0799561,1.87713,1.17429,1.56826,1.4254,1,1,4,2,4,6,5,3
3242,148759,1516,9,18,1,1,226,203,72,60,45.884949,4,2,53,50,98.125992,0.717713,43.198513,14.649009,11.789643,2.138522,49.616096,44.476139,5.188146,50.829815,5.860712,45.155342,38.164249,46.356201,0.196473,0.281962,2.30914,2.49948,1.66697,1.6372,1,1,7,2,6,5,3,4
3242,148759,1516,9,18,1,1,226,203,72,60,45.884949,4,2,53,50,98.125992,0.717713,43.198513,14.649009,11.789643,2.138522,49.616096,44.476139,5.188146,50.829815,5.860712,45.155342,38.164249,46.356201,0.195467,0.289427,2.31377,2.48622,1.66012,1.6389,1,1,7,2,6,5,3,4
3251,35013,353,46,1,1,2,236,240,26,18,10.769917,23,9,9,11,99.186966,5.541113,61.54668,6.283664,2.050268,9.209632,12.64306,10.48618,1.598897,18.614731,4.64774,10.874474,5.405099,10.109065,0.0649475,0.0903288,0.860682,0.581805,0.495107,0.4053,1,1,7,2,6,5,4,3
3268,19614,5,2,8,1593,1346,12980,16317,73,69,6.001836,1406,383,2,2,3922.800049,602.691528,4768.816406,9.912376,11.072477,653.599976,35,3.524858,4.199263,43.599998,8.88528,8.405927,2,4.4,0.0463083,0.0587672,0.0258784,0.0254688,0.0272384,0.0147,6,1,7,4,3,5,1,2
3268,19614,5,2,8,1593,1346,12980,16317,73,69,6.001836,1406,383,2,2,3922.800049,602.691528,4768.816406,9.912376,11.072477,653.599976,35,3.524858,4.199263,43.599998,8.88528,8.405927,2,4.4,0.0460357,0.0579475,0.025856,0.0261056,0.0273408,0.0147,6,1,7,3,4,5,1,2
3312,11571,39,299,379,1683,1752,1752,2100,12,8,3.493659,1752,46,1,1,296.692322,270.759369,254.705856,3.630498,2.722572,84.92308,7.461538,5.673068,1.173363,11.256411,3.264428,6.225998,2.230769,5.782051,0.0401529,0.0427824,0.139789,0.0812416,0.0934976,0.0522,1,1,7,2,6,4,5,3
3363,51417,699,252,42,1,1,114,114,30,26,15.289027,7,5,14,16,73.557938,1.426839,23.592766,7.593936,4.48969,4.811159,20.226038,14.870919,3.706549,26.436338,6.585332,15.120722,7.826896,13.766809,0.0856419,0.113525,1.00502,1.12369,0.704822,0.7895,1,1,6,2,5,6,3,4
3402,69168,99,1,1,54,217,2214,6889,81,52,20.33157,222,17,17,18,698.666687,50.273685,626.88855,16.195292,13.16809,34.363636,28.676767,13.9877,6.818641,51.363636,8.449264,35.527439,23,35.030304,0.116749,0.160169,0.326154,0.179722,0.143763,0.1125,6,1,7,1,5,2,4,3
3432,11749,37,1,1,337,1080,1523,4295,92,579,3.423368,1080,7,2,3,317.540527,209.667358,398.747284,4.575444,10.516109,92.75676,25.324324,2.775864,1.819461,23.378378,3.981434,9.598831,5.891892,8.472973,0.0591155,0.0730996,0.131034,0.055344,0.0515136,0.041,6,1,7,5,4,1,2,3
3456,34992,870,12,12,1,1,55,55,17,17,10.125,4,4,11,11,40.220688,0.252204,15.720242,4.238751,4.238751,3.972414,11.039081,10.113217,1.52986,11.039081,1.529873,10.113218,7.494253,10.95977,0.0644658,0.0814934,1.24768,1.27566,1.44292,0.9806,1,1,7,2,6,3,4,5
3509,17833,2,1,1,1490,2019,15814,16343,342,451,5.082075,2019,1754.5,1,2,8916.5,264.5,6897.5,8.252885,12.116118,1754.5,226,4.547301,7.644683,171.5,5.177509,5.806711,2,5.5,0.0470194,0.0599737,0.0152928,0.0279872,0.0285664,0.0185,3,1,3,6,4,5,1,2
3534,22564,36,2,2,2,121,1560,2146,18,20,6.384833,310,80.5,6,6,626.777771,90.379295,419.323059,3.335368,2.540149,98.166664,10.472222,5.151038,1.732896,12.416667,2.032473,9.094107,4.972222,9.236111,0.0630403,0.0782659,0.128371,0.0837376,0.085392,0.0407,6,1,7,1,2,4,5,3
3557,695665,1590,1,1,5,1,1272,1588,590,872,195.576324,6,2,193,192,437.525146,1.13924,275.560028,104.137123,119.215813,2.237107,259.52829,205.165131,45.260468,234.545288,32.54427,199.153122,161.904404,200.418869,0.870703,1.08452,6.92754,4.91007,3.29636,3.721,1,1,6,2,5,6,4,3
3562,3562,1,3562,3562,3562,3562,3562,3562,1,1,1,3562,3562,1,1,3562,0,0,0,0,3562,1,1,0,1,0,1,1,1,0.0309676,0.0326876,0.0069984,0.0160576,0.01608,0.0106,3,1,3,6,4,5,1,2
3562,81736,856,3,2,54,1,328,318,42,48,22.946659,12,2,26,26,95.485985,3.691958,100.243904,7.895191,9.410143,4.161215,26.252337,21.454823,4.545381,21.848131,3.689427,18.175409,11.501168,19.047897,0.129834,0.182365,1.39673,1.26175,0.70103,0.9194,1,1,6,2,5,6,4,3
3564,12940,55,2380,2395,4,3,395,392,4,4,3.630752,106,70,4,4,235.27272,37.179859,138.672211,0.555573,0.563596,64.800003,3.890909,3.5094,0.50933,3.872727,0.461545,3.498381,2.327273,3.727273,0.0435533,0.0544757,0.155421,0.149165,0.170192,0.0614,1,1,7,2,6,4,3,5
3565,35578,553,3,9,1653,1652,1652,1659,58,35,9.979804,1652,3,4,11,64.336349,70.061256,78.003769,12.023755,9.201965,6.446655,21.665461,17.399994,3.294279,27.462929,6.970379,18.028374,10.12839,17.333635,0.0702319,0.0915306,1.02112,0.60665,0.511181,0.5897,1,1,6,2,5,6,4,3
3600,3600,1,3600,3600,3600,3600,3600,3600,1,1,1,3600,3600,1,1,3600,0,0,0,0,3600,1,1,0,1,0,1,1,1,0.0303856,0.032667,0.0074176,0.015872,0.0159776,0.0097,3,1,3,6,4,5,1,2
3600,15100,49,1102,1102,6,6,510,510,5,5,4.194445,120,78,4,4,308.163269,38.266041,165.811218,0.66581,0.66581,73.469391,4.877551,4.071583,0.609635,4.877551,0.609635,4.071581,2.755102,3.887755,0.0412999,0.0506805,0.144112,0.158195,0.204387,0.0609,1,1,7,2,6,3,4,5
3792,16332,2,1,3,1662,2130,14202,14670,208,149,4.306962,2130,1896,1,2,8166,234,6036,5.68839,12.184183,1896,75,3.943662,7.891436,104.5,3.234565,4.772563,2,4.5,0.0503616,0.0625558,0.01696,0.0250112,0.0241568,0.0144,6,1,7,3,5,4,1,2
3797,26716,2,1,18,1407,2390,24326,25309,600,140,7.036081,2390,1898.5,1,2,13358,491.5,10968,15.246756,15.536649,1898.5,70.5,5.79477,9.346348,300.5,10.727543,9.144634,2.5,4.5,0.0568494,0.0772962,0.0202624,0.033488,0.034304,0.0146,6,1,7,3,4,5,1,2
3909,59633,397,116,4,2,2,239,240,39,42,15.255308,17,10,13,13,150.209061,3.999253,51.528419,8.53547,8.508182,9.846348,27.403023,16.050182,6.847735,27.304787,7.023856,15.817904,8.392947,14.215365,0.101561,0.140894,0.719469,1.23389,0.835786,0.4817,1,1,7,2,6,3,5,4
3937,16508,113,720,598,213,444,444,1106,8,11,4.19304,444,18,4,3,146.088501,43.547058,83.560646,2.033957,3.130766,34.84071,7.654867,3.820715,2.288418,7.79646,1.76825,4.861231,2.637168,4.575221,0.0428902,0.0568468,0.205331,0.267082,0.360349,0.1085,1,1,7,2,6,3,4,5
3937,16522,66,720,598,919,444,444,1106,7,11,4.196597,444,71.5,4,3,250.333328,53.653629,116.289124,1.744095,3.29838,59.651516,10.30303,4.23562,3.184241,6.742424,1.363911,4.456345,2.212121,3.992424,0.0464709,0.0533479,0.192371,0.198518,0.211664,0.0862,1,1,7,2,6,3,4,5
3948,60882,365,1,1,9,29,368,349,39,37,15.420973,29,11,15,15,166.800003,3.981017,68.022209,5.82109,4.846696,10.816439,22.482191,15.270578,4.085964,23.473972,4.204685,16.071138,9.808219,15.682192,0.110899,0.155024,0.667949,1.01853,0.490598,0.3979,1,1,7,2,6,5,3,4
3969,17524,2,1,1,1649,2320,15204,15875,348,655,4.415218,2320,1984.5,1,2,8762,335.5,6442,7.561684,13.794917,1984.5,328,3.921336,8.822945,174.5,4.952979,5.110067,3,4,0.0455786,0.0679105,0.0157408,0.0283584,0.0296928,0.0197,3,1,3,6,4,5,1,2
3973,42092,369,420,3,3,1,155,155,24,25,10.594513,15,11,9,11,114.070457,2.668677,29.344976,5.920051,2.541563,10.766937,13.934959,10.568484,2.133006,20.8916,5.412381,10.48169,4.216802,9.48645,0.0720347,0.0935089,0.648666,1.01749,0.632221,0.448,1,1,7,2,6,5,3,4
4000,7659,20,1,1,2400,800,4718,3149,36,21,1.91475,2350,4,2,1,382.950012,546.619324,1060.467285,1.799995,1.81452,200,12.25,3.320615,3.813314,24.9,9.228787,7.251469,1.95,1.95,0.0336951,0.0396029,0.0521024,0.0424352,0.0338912,0.032,6,1,7,1,5,2,4,3
4008,4348,5,2,1,3749,3759,3759,4070,10,15,1.08483,3759,23,1,1,869.599976,1481.04895,1457.444702,0.426527,0.43464,801.599976,5,1.157257,0.350247,4.4,0.464253,2.03759,1.8,1.8,0.0299806,0.040458,0.0175328,0.019472,0.0203808,0.0133,6,1,7,3,4,5,1,2
4028,8061,480,1,24,19,28,50,68,8,3,2.001241,28,4,2,2,16.793751,8.363409,16.645229,0.171877,0.103314,8.391666,2.010417,1.996219,0.011904,2.039583,0.010605,2.018401,2.010417,2.014583,0.0427434,0.0505893,0.594867,0.606518,0.32993,0.3928,1,1,6,2,5,6,3,4
4028,8061,480,1,24,19,28,50,68,8,3,2.001241,28,4,2,2,16.793751,8.363409,16.645229,0.171877,0.103314,8.391666,2.010417,1.996219,0.011904,2.039583,0.010605,2.018401,2.010417,2.014583,0.041136,0.0528545,0.594304,0.596925,0.326045,0.3931,1,1,6,2,5,6,3,4
4098,38227,180,1,1,114,88,568,1370,111,674,9.328209,88,18,9,7,212.372223,15.347132,129.878784,5.793662,16.317297,22.766666,35.483334,8.596206,7.923822,22.211111,4.400198,10.350637,4.827778,9.580556,0.0868323,0.155403,0.54009,0.606042,0.29368,0.2011,1,1,7,2,6,5,3,4
4101,12299,2052,4098,2,2,1,6,6,3,4,2.999025,2,2,3,3,5.993665,0.038208,0.166546,0.038238,0.054085,1.998538,2.999513,2.999513,0,2.998051,0,2.998051,2.998051,2.998051,0.041747,0.21502,2.45001,2.00138,2.51023,1.7653,1,1,7,2,6,4,3,5
4101,56658,41,614,29,1816,1098,10932,15878,63,37,13.815655,1098,15,4,3,1381.902466,209.891891,2596.432373,21.925226,16.062141,100.024391,31.975609,15.509306,11.448681,44.048782,15.821122,18.716417,5.341464,15.036586,0.0865547,0.125039,0.13449,0.0989536,0.0854048,0.0514,6,1,7,5,1,4,2,3
4101,56658,41,614,29,1816,1098,10932,15878,63,37,13.815655,1098,15,4,3,1381.902466,209.891891,2596.432373,21.925226,16.062141,100.024391,31.975609,15.509306,11.448682,44.048782,15.821122,18.716417,5.341464,15.036586,0.0917199,0.389477,0.133965,0.101549,0.0867328,0.0513,6,1,7,5,1,4,3,2
4119,19909,2,1,2,1792,2327,17582,18117,232,206,4.833455,2327,2059.5,1,2,9954.5,267.5,7627.5,6.309793,14.714783,2059.5,103.5,4.39278,9.529387,116.5,3.451478,5.405692,2.5,5,0.0535011,0.0743467,0.0152672,0.025936,0.027648,0.0144,6,1,7,3,4,5,1,2
4134,9910,139,1,100,3154,3244,3244,4233,57,23,2.397194,3244,3,1,1,71.294968,274.377838,280.33548,5.240048,4.394597,29.741007,14.266187,6.477952,5.254944,19.805756,7.432854,9.135182,1.992806,7.636691,0.0410466,0.059579,0.27608,0.142883,0.147146,0.1517,1,1,4,2,4,5,6,3
4182,8380,163,1,50,34,79,166,208,13,3,2.003826,79,25,2,2,51.411041,5.706933,10.23091,0.340176,0.141674,25.656443,2,1.99532,0.008993,2.141104,0.028265,2.01911,2,2.01227,0.0415742,0.0574764,0.24159,0.412042,0.1664,0.1461,1,1,7,2,6,5,3,4
4182,8380,163,1,50,34,79,166,208,13,3,2.003826,79,25,2,2,51.411041,5.706933,10.23091,0.340176,0.141674,25.656443,2,1.99532,0.008993,2.141104,0.028265,2.01911,2,2.01227,0.0422363,0.096325,0.241789,0.418493,0.168861,0.1464,1,1,7,2,6,5,3,4
4257,20861,296,123,1,3,2,107,107,6,8,4.900399,22,14.5,5,5,70.476349,6.583112,33.210415,0.465833,0.580752,14.381757,5.429054,4.866127,0.535849,5.216216,0.383488,4.802537,3.858108,4.880067,0.0471263,0.0715222,0.896106,0.80128,0.773328,0.3012,1,1,7,2,6,5,4,3
4257,20861,296,123,1,3,2,107,107,6,8,4.900399,22,14.5,5,5,70.476349,6.583112,33.210415,0.465833,0.580752,14.381757,5.429054,4.866127,0.535849,5.216216,0.383488,4.802537,3.858108,4.880067,0.0469941,0.0666569,0.904854,0.787331,0.797907,0.3012,1,1,7,2,6,4,5,3
4257,4257,1,4257,4257,4257,4257,4257,4257,1,1,1,4257,4257,1,1,4257,0,0,0,0,4257,1,1,0,1,0,1,1,1,0.0294725,0.0523072,0.007136,0.0163392,0.016688,0.0099,3,1,3,6,4,5,1,2
4257,20861,296,123,1,3,2,107,107,6,8,4.900399,22,14.5,5,5,70.476349,6.583112,33.210415,0.465833,0.580752,14.381757,5.429054,4.866127,0.535849,5.216216,0.383488,4.802537,3.858108,4.880067,0.0493726,0.0672332,0.892701,0.784256,0.78449,0.3015,1,1,7,2,6,4,5,3
4307,19422,2,1,1,1787,2520,16902,17635,438,415,4.509403,2520,2153.5,1,2,9711,366.5,7191,8.751031,10.247963,2153.5,208,3.999008,6.414185,219.5,5.973145,5.229155,2.5,4,0.0492281,0.329328,0.0171232,0.0293824,0.030512,0.016,6,1,7,3,4,5,1,2
4326,39566,2,1503,193,3600,726,38840,35966,13,61,9.146093,3600,2163,9,1,19783,1437,19057,4.12433,19.257313,2163,31,25.269972,7.890267,7,1.043949,5.894444,4,5.5,0.0691971,0.113804,0.0147168,0.0333088,0.0359392,0.013,6,1,7,3,4,5,1,2
4410,111717,918,1,2,7,1,372,366,70,72,25.332653,13,4,26,26,121.696075,2.812342,76.847969,6.86377,7.928893,4.803922,31.565359,24.877707,5.129919,30.308279,4.421414,24.544815,18.326797,24.854031,0.16565,0.25467,1.40746,1.86327,1.00773,1.0088,1,1,6,2,5,6,3,4
4510,11244,29,1,1,3232,3631,3631,5686,1273,21,2.493126,3631,5,1,1,387.724152,659.557678,663.577515,22.212416,2.751709,155.517242,11.655172,5.983963,2.528763,128,43.855335,69.162201,29.724138,58.775864,0.0447038,0.0567709,0.107094,0.0517216,0.0529376,0.034,6,1,7,1,4,5,2,3
4515,51111,267,598,509,4,4,382,414,15,15,11.320266,36,17,12,12,191.426971,9.954549,110.704475,2.788161,2.756364,16.910112,13.857677,10.990161,2.559936,13.857677,1.933564,11.36229,7.70412,11.374532,0.0981273,0.135404,0.765494,0.54783,0.537398,0.2924,1,1,7,2,6,5,4,3
4562,71263,301,306,1,1520,5,520,397,20,58,15.620999,36,15,16,5,236.75415,8.661915,143.389404,3.732087,16.4785,15.156146,46.289036,17.259413,14.859643,18.561462,3.125636,14.973464,9.305648,15.272426,0.108608,0.179753,0.915395,0.896442,0.477597,0.3761,1,1,7,2,6,5,4,3
4562,72685,302,361,306,1200,321,522,4187,20,48,15.932705,321,14,18,15,240.678802,19.40733,141.693069,4.755217,15.546556,15.10596,44.046356,17.243158,14.141891,19.059603,2.302621,16.697378,12.602649,17.433775,0.106536,0.156652,0.861782,0.84536,0.471859,0.3743,1,1,7,2,6,5,4,3
4562,71263,301,306,1,1520,5,520,397,20,58,15.620999,36,15,16,5,236.75415,8.661915,143.389404,3.732087,16.4785,15.156146,46.289036,17.259413,14.859643,18.561462,3.125636,14.973464,9.305648,15.272426,0.108268,0.156552,0.907965,0.889142,0.497462,0.3761,1,1,7,2,6,5,4,3
4562,72685,302,361,306,1200,321,522,4187,20,48,15.932705,321,14,18,15,240.678802,19.40733,141.693069,4.755217,15.546556,15.10596,44.046356,17.243158,14.141891,19.059603,2.302621,16.697378,12.602649,17.433775,0.107037,0.177383,0.864816,0.831766,0.455782,0.3745,1,1,7,2,6,5,4,3
4562,71263,301,306,1,1520,5,520,397,20,58,15.620999,36,15,16,5,236.75415,8.661915,143.389404,3.732087,16.4785,15.156146,46.289036,17.259413,14.859643,18.561462,3.125636,14.973464,9.305648,15.272426,0.108258,0.158375,0.908973,0.894515,0.473296,0.3774,1,1,7,2,6,5,4,3
4562,72685,302,361,306,1200,321,522,4187,20,48,15.932705,321,14,18,15,240.678802,19.40733,141.693069,4.755217,15.546556,15.10596,44.046356,17.243158,14.141892,19.059603,2.302621,16.697378,12.602649,17.433775,0.105074,0.152354,0.863459,0.833104,0.461206,0.3746,1,1,7,2,6,5,4,3
4562,71263,301,306,1,1520,5,520,397,20,58,15.620999,36,15,16,5,236.75415,8.661915,143.389404,3.732087,16.4785,15.156146,46.289036,17.259413,14.859643,18.561462,3.125636,14.973464,9.305648,15.272426,0.110656,0.276795,0.901635,0.897059,0.482307,0.3772,1,1,7,2,6,5,4,3
4562,72685,302,361,306,1200,321,522,4187,20,48,15.932705,321,14,18,15,240.678802,19.40733,141.693069,4.755217,15.546556,15.10596,44.046356,17.243158,14.141891,19.059603,2.302621,16.697378,12.602649,17.433775,0.103202,0.172412,0.863043,0.833782,0.470634,0.3748,1,1,7,2,6,5,4,3
4562,71263,301,306,1,1520,5,520,397,20,58,15.620999,36,15,16,5,236.75415,8.661915,143.389404,3.732087,16.4785,15.156146,46.289036,17.259413,14.859643,18.561462,3.125636,14.973464,9.305648,15.272426,0.110164,0.285354,0.917344,0.903027,0.480666,0.3762,1,1,7,2,6,5,4,3
4562,72685,302,361,306,1200,321,522,4187,20,48,15.932705,321,14,18,15,240.678802,19.40733,141.693069,4.755217,15.546556,15.10596,44.046356,17.243158,14.141891,19.059603,2.302621,16.697378,12.602649,17.433775,0.107338,0.15388,0.86647,0.841955,0.467357,0.3743,1,1,7,2,6,5,4,3
4562,71263,301,306,1,1520,5,520,397,20,58,15.620999,36,15,16,5,236.75415,8.661915,143.389404,3.732087,16.4785,15.156146,46.289036,17.259413,14.859643,18.561462,3.125636,14.973464,9.305648,15.272426,0.108492,0.25538,0.913997,0.898115,0.480666,0.3764,1,1,7,2,6,5,4,3
4563,17969,2,1,1,1942,2621,15348,16027,362,369,3.937979,2621,2281.5,1,2,8984.5,339.5,6363.5,6.897633,9.142353,2281.5,185,3.557421,5.796074,181.5,4.593936,4.451596,2,4,0.0513189,0.070369,0.0201344,0.028,0.0297984,0.0171,6,1,7,3,4,5,1,2
4598,17594,2,1,2,1900,2698,14896,15694,386,64,3.826446,2698,2299,1,2,8797,399,6099,7.276039,6.646802,2299,32.5,3.408451,4.052925,193.5,5.016569,4.42,2,3.5,0.0517066,0.0741066,0.020192,0.0280032,0.0295968,0.0125,6,1,7,3,4,5,1,2
4704,54730,331,5,6,4,12,310,326,29,26,11.634779,27,15,12,12,165.347427,6.181836,73.274696,4.39016,3.222495,14.21148,16.12991,11.322148,2.877244,18.930513,3.786869,11.83498,5.773414,11.975831,0.104292,0.171295,0.825536,0.839888,0.575696,0.3569,1,1,7,2,6,5,3,4
4720,13922,858,1482,1482,41,41,117,116,4,4,2.949576,42,2,3,3,16.226107,10.15925,23.553099,0.832598,0.832598,5.501165,3.904429,3.764838,0.076824,3.904429,0.047236,3.791468,3.726107,3.792541,0.0439914,0.0698525,1.05219,1.029,0.90399,0.7484,1,1,7,2,6,5,4,3
4800,16160,1198,299,298,14,14,25,32,6,7,3.366667,14,4.5,3,3,13.489148,3.011933,9.111137,1.05994,1.272847,4.006678,4.74374,3.845698,0.476789,4.619366,0.418946,3.855356,3.5,3.748748,0.0412734,0.0616031,2.27118,1.84598,1.64117,1.0296,1,1,7,2,6,5,4,3
4800,51727,2099,596,298,308,8,58,56,16,18,10.776459,8,1,10,11,24.643641,2.051429,18.977827,3.278184,5.432945,2.286803,15.806098,14.113531,1.211635,12.818961,0.772302,11.947121,11.111482,11.825631,0.0876023,0.124375,2.9223,2.97614,3.79494,2.1195,1,1,7,2,6,3,4,5
4875,55107,117,2376,2376,3,3,585,585,14,14,11.304,54,45,11,11,471,14.184378,175.779144,3.026633,3.026633,41.666668,13.341881,10.849435,2.51061,13.341881,2.51061,10.849439,6.683761,11.465812,0.0860131,0.189258,0.423709,0.515936,0.44288,0.1511,1,1,7,6,2,3,5,4
4875,160383,351,786,777,1,1,585,604,42,42,32.899078,19,15,33,33,456.93161,4.726921,171.491272,9.111237,9.112159,13.888889,39.025642,31.535061,7.533313,39.025642,7.52871,31.536734,19.039886,33.387463,0.215898,0.457282,1.1014,1.44636,0.756016,0.4442,1,1,7,6,2,5,3,4
4884,147631,690,410,410,75,75,305,317,42,42,30.227478,75,7,31,29.5,213.957977,3.282755,61.343815,8.921538,9.453996,7.078261,39.210144,30.163,7.304856,39.31884,6.515831,30.449808,20.331884,30.255072,0.211513,0.304478,1.08001,2.20493,1.17903,0.7292,1,1,7,2,6,3,5,4
4929,23740,35,1,1,1872,1,5388,6438,44,29,4.816393,1242,36,4,5,678.285706,262.728394,1206.248291,2.028446,3.813486,140.828568,13.428572,5.814886,2.307751,9.971429,1.273105,5.895387,4.257143,5.657143,0.0723629,0.102291,0.107072,0.10824,0.120829,0.0446,6,1,7,1,2,3,4,5
4929,23651,33,2,1,1912,2,5448,6438,21,29,4.798337,1258,41,4,5,716.69696,270.346222,1238.259399,1.943279,3.812813,149.363632,13.606061,5.901526,2.43972,9.090909,1.31359,4.808961,3.242424,4.515152,0.0723382,0.119019,0.106,0.101133,0.10527,0.044,6,1,7,1,4,5,3,2
4960,14422,52,4,3,1904,431,1063,1683,9,29,2.907661,431,65.5,3,2,277.346161,84.149391,196.958115,1.136253,3.583275,95.384613,21.346153,2.827051,3.512586,7.019231,0.996391,3.107438,1.980769,2.942308,0.0438155,0.0698375,0.160598,0.144416,0.123494,0.0669,1,1,7,6,2,5,4,3
5000,17300,100,2401,2401,1,1,345,345,4,4,3.46,99,50,3,3,173,28.86174,100.978516,0.537773,0.537773,50,3.94,3.402287,0.521176,3.94,0.521176,3.402287,2.5,3.46,0.0450745,0.113029,0.2344,0.422838,0.516304,0.1062,1,1,7,6,2,3,4,5
5000,12498,5000,2499,2499,1,1,3,3,3,3,2.4996,1,1,2,2,2.4996,0,0.5004,0.5004,0.5004,1,2.4996,2.4996,0,2.4996,0,2.4996,2.4996,2.4996,0.0458192,0.0627063,5.25648,4.3188,5.27329,3.9549,1,1,7,2,6,4,3,5
5005,12519,50,1977,1835,2111,2127,2127,2170,4,4,2.501299,2127,75.5,3,3,250.380005,290.919739,287.71875,1.374758,1.351599,100.099998,3.88,3.375127,0.52756,3.92,0.49574,3.553774,2.26,3.74,0.0443256,0.0969599,0.14681,0.128186,0.130352,0.0564,1,1,7,6,2,4,5,3
5033,24382,2,1,1,2211,2822,21560,22171,318,481,4.844427,2822,2516.5,1,2,12191,305.5,9369,6.913867,15.398303,2516.5,241,4.428243,10.027791,159.5,4.058081,5.375622,2.5,4.5,0.0602821,0.0821856,0.0167776,0.0261856,0.0277504,0.0175,3,1,3,6,4,5,1,2
5041,88472,4727,3,3,43,43,187,757,187,187,17.550486,43,1,16,16,18.716311,0.684863,19.608332,19.142578,19.142578,1.066427,18.158663,18.012922,0.13995,18.257669,0.150767,18.101694,17.945631,18.101862,0.143388,0.214483,6.93907,5.22399,5.84202,4.7785,1,1,7,2,6,4,5,3
5151,15251,201,4950,4950,1,1,151,151,3,3,2.960784,51,26,3,3,75.875626,14.506306,43.515987,0.195105,0.195105,25.626865,2.975124,2.910269,0.180795,2.975124,0.180795,2.910269,2.243781,2.962687,0.0450044,0.132825,0.284714,0.661357,0.720998,0.1941,1,1,7,2,6,3,4,5
5177,20181,7,3562,4,2416,1363,10505,11463,5,11,3.898204,2133,500,5,3,2883,765.209717,3608.801758,1.745623,3.162136,739.571411,4.142857,2.722565,0.596291,4.428571,0.191117,4.36815,3.714286,4.428571,0.058798,0.10581,0.0276864,0.0263104,0.029184,0.015,6,1,7,4,3,5,1,2
5308,19074,7,41,78,2388,1495,6058,8805,15,20,3.593444,1495,980,3,3,2724.857178,592.188599,2365.331787,2.992664,3.610163,758.285706,13.714286,2.639918,2.082269,11.571428,2.159538,4.456647,2,3.714286,0.0479151,0.0687281,0.0324384,0.0289888,0.0331776,0.0155,6,1,7,4,3,5,1,2
5308,19074,7,41,78,2388,1495,6058,8805,15,20,3.593444,1495,980,3,3,2724.857178,592.188599,2365.331787,2.992664,3.610163,758.285706,13.714286,2.639918,2.082269,11.571428,2.159538,4.456647,2,3.714286,0.047315,0.153932,0.0328512,0.0294336,0.0331776,0.0154,6,1,7,4,3,5,1,2
5321,35507,2,744,2,2498,2823,32684,33009,23,2110,6.672994,2823,2660.5,1,2,17753.5,162.5,14930.5,7.977664,74.633789,2660.5,1055.5,6.34644,51.101509,12,3.810991,7.042034,2.5,4.5,0.0689753,0.287795,0.0178304,0.0251744,0.0292896,0.0433,3,1,3,4,5,6,1,2
5339,41955,2,1,6,2220,3119,38836,39735,458,332,7.858213,3119,2669.5,1,2,20977.5,449.5,17858.5,13.078392,28.612288,2669.5,166.5,6.86983,18.330667,229.5,7.944011,9.246847,2.5,9,0.0721521,0.155247,0.0198272,0.03104,0.0321472,0.0189,6,1,7,3,4,5,1,2
5357,106526,1152,57,27,3,7,249,279,36,36,19.885384,12,3,21,21,92.47049,3.876794,84.192757,7.171095,4.927316,4.650174,21.625,18.946592,1.937882,21.216146,2.488316,16.599783,13.466146,16.315104,0.161702,0.259596,1.85795,1.77466,1.30242,1.3059,1,1,6,2,5,6,4,3
5374,199138,114,2475,25,57,49,2017,13186,77,2502,37.055824,58,50,4,5,1746.824585,6.708043,604.726257,37.258118,170.306885,47.14035,287.447357,40.461857,78.058601,68.710526,32.183937,36.769382,2.649123,37.149124,0.23948,0.510657,0.538669,0.466515,0.518861,0.1345,6,1,7,1,4,2,5,3
