MKL(seq) Ana,MKL(par) Ana,cuSPARSE(v1) iluAna,cuSPARSE(v2)iluAna,Sync-Free ilu Ana,MKL(seq) ilu,MKL(par) ilu,cuSPARSE(v1) ilu,cuSPARSE(v2)iu,Sync-Free ilu,cuSPARSE(v1) ana,cusparse(v2)ana,Sync-Free ana,MKL(seq) 10 iter,MKL(par) 10 iter,cuSPARSE(v1)  10 iter,cuSPARSE(v2)lvl,cuSPARSE(v2)nolvl  10 iter,Sync-Free  10 iter,FE_ilu,m,FE_oh_wo,Emp_oh_wo,FE_oh_w,Emp_oh_w,SycnFree_LU
1.3908,1.13496,0,0.838656,0,5.73806,5.70957,44.9976,3.33005,0,18.7042,3.33005,0.0063,0.714005,0.969629,13.2124,10.9493,9.34813,10.133,0.004170752,2203,0.231732577,0.069655984,0.235903329,0.13026992,0.41
1.08984,1.11917,0,0.272384,0,1.32537,1.31166,0.356352,0.180224,0,5.13325,0.180224,0.0081,0.349167,0.395972,1.0967,0.999168,0.983008,0.533,0.00050176,2205,0.011809664,0.012204349,0.012311424,0.015650339,0.064
1.18531,1.15938,0,0.555072,0,3.14816,3.21529,11.2763,1.51654,0,12.0564,1.51654,0.0064,0.566412,0.766213,5.86877,5.50595,4.43802,3.84,0.00210944,2283,0.084415806,0.036773715,0.086525246,0.056485077,0.281
1.23503,1.14137,0,1.11718,0,14.4028,14.4069,39.383,4.57318,0,10.7521,4.57318,0.0085,0.37236,0.446484,14.0184,12.717,14.166,11.605,0.005742592,2290,0.278744799,0.071003714,0.284487391,0.144886774,0.093
1.16368,0.863947,0,0.136224,0,3.15845,3.38947,1.62918,0.667648,0,5.16381,0.667648,0.0065,0.40665,0.436769,0.156672,0.283424,0.273408,0.153,0.000867328,2327,0.001246464,0.009924281,0.002113792,0.018905253,0.128
1.39142,1.17144,0,1.07213,0,1263.45,1268.22,2287.58,13.8936,0,118.001,13.8936,0.0144,4.37508,6.70721,27.8596,18.5665,14.0748,16.775,0.015069184,2339,0.266067291,0.222294817,0.281136475,5.056510547,4.592
1.30849,1.04894,0,1.06906,0,1259.47,1259.01,2285.03,13.8424,0,113.573,13.8424,0.0144,4.39601,6.68592,27.3574,18.5215,14.1445,16.822,0.01440768,2339,0.266782278,0.21791999,0.281189958,5.03634145,4.253
1.29029,1.06537,0,0.37888,0,3.04619,3.21285,15.5443,0.937984,0,6.18733,0.937984,0.0061,0.422403,0.551787,4.07389,5.01238,2.28861,1.501,0.001380352,2395,0.033208672,0.023338914,0.034589024,0.046459118,0.106
1.24702,1.12017,0,0.284672,0,2.5214,2.58251,9.34502,0.656384,0,5.6777,0.656384,0.0061,0.406974,0.479117,2.81923,1.5879,1.14064,1.429,0.000995328,2398,0.031065375,0.016558705,0.032060703,0.031948691,0.135
1.30465,1.16598,0,0.545792,0,3.18995,3.51872,14.6473,1.29331,0,13.4134,1.29331,0.0061,0.61337,0.825254,5.75821,6.36797,4.65002,3.976,0.001895424,2410,0.088350976,0.039270824,0.0902464,0.062465896,0.316
1.28918,1.11598,0,0.194624,0,8.01697,8.08853,0.933888,0.283648,0,6.34432,0.283648,0.0061,0.39781,0.494366,0.371904,0.483136,0.50272,0.326,0.0005376,2454,0.003767936,0.011680634,0.004305536,0.029198294,0.146
1.36817,1.03716,0,0.361504,0,1.30089,1.12762,0.52736,0.34512,0,5.2249,0.34512,0.0061,0.372874,0.3864,1.40954,2.09946,1.81654,0.96,0.000723968,2500,0.024479743,0.015026094,0.025203711,0.018688588,0.055
1.1881,1.24853,0,0.301056,0,232.307,232.527,97.6302,2.31117,0,19.5196,2.31117,0.0093,0.88798,1.28457,2.55514,3.57354,1.87286,1.452,0.002490368,2529,0.024715616,0.03587149,0.027205984,0.600947916,0.577
1.17942,1.21823,0,0.126976,0,1.02408,1.64922,0.214016,0.190464,0,2.64182,0.190464,0.0061,0.313577,0.378934,0.127104,0.188192,0.197632,0.118,0.000377856,2541,0.001179008,0.006598453,0.001556864,0.009803209,0.033
1.23182,1.00505,0,0.540672,0,3.26091,3.63281,20.4718,1.49299,0,14.4198,1.49299,0.0065,0.641952,0.825328,7.54234,7.02957,4.64067,4.86,0.00208384,2548,0.110897372,0.0438568,0.112981212,0.073255982,0.336
1.06867,1.24354,0,0.619552,0,4.51441,4.76969,33.1172,1.9712,0,18.744,1.9712,0.0063,0.688562,1.01483,9.42531,8.32854,5.3176,7.117,0.00262144,2568,0.155966148,0.054850212,0.158587588,0.099842264,0.449
1.26044,1.02655,0,0.562176,0,4.9604,5.1797,9.90822,0.823296,0,16.0499,0.823296,0.008,0.643192,0.923347,5.58154,5.48653,3.00138,2.661,0.00129024,2597,0.053962942,0.037490395,0.055253182,0.058924187,0.461
1.20325,1.02397,0,0.570368,0,4.88703,4.9802,9.94614,0.786432,0,15.7143,0.786432,0.0062,0.695054,0.923849,6.00544,5.7225,2.99418,2.692,0.00125952,2597,0.053378528,0.037826945,0.054638048,0.058997115,0.455
1.08097,1.18362,0,0.568352,0,4.73092,5.10503,9.91744,0.822272,0,16.0387,0.822272,0.0062,0.66043,0.934501,5.58739,5.48784,3.00339,2.653,0.001298432,2597,0.054156672,0.037420943,0.055455104,0.058564957,0.46
1.39382,1.09257,0,0.579552,0,4.77517,4.93944,9.9369,0.78848,0,15.6756,0.78848,0.0062,0.67101,0.920647,6.00365,5.73142,2.98186,2.696,0.001257472,2597,0.053904034,0.037739457,0.055161506,0.058758999,0.467
1.27034,1.0448,0,0.55808,0,4.86277,5.04215,9.91642,0.825344,0,16.0629,0.825344,0.0062,0.631627,0.870584,5.58819,5.50083,3.00541,2.651,0.001282048,2597,0.054393791,0.037628475,0.055675839,0.058833239,0.455
1.16619,1.1244,0,0.57344,0,4.8996,4.90705,9.95533,0.792576,0,15.7083,0.792576,0.0062,0.682657,0.929778,6.07213,5.71098,2.99616,2.69,0.001256448,2597,0.053645023,0.037903921,0.054901471,0.059031917,0.469
1.403,1.11783,0,0.693248,0,5.2488,5.39564,24.0128,1.63328,0,16.9131,1.63328,0.0062,0.791637,1.04621,5.95437,7.77446,4.68989,4.383,0.002250752,2603,0.093139906,0.045482737,0.095390658,0.082466505,0.454
1.08941,1.04266,0,0.268288,0,30.333,30.3531,110.906,5.23571,0,7.79434,5.23571,0.0132,0.49518,0.560782,1.71811,0.860064,0.749568,0.745,0.005515264,2624,0.015371456,0.020692784,0.02088672,0.197788882,0.193
1.11864,1.11943,0,0.184384,0,1.17222,1.47921,0.166912,0.054272,0,4.71274,0.054272,0.0061,0.368882,0.422854,0.420384,0.305952,0.267136,0.172,0.00029696,2836,0.00284,0.00886239,0.00313696,0.011919388,0.098
1.12196,1.26914,0,0.181248,0,1.33046,1.41667,0.167936,0.052224,0,4.72589,0.052224,0.0083,0.372206,0.762071,0.403424,0.305856,0.265216,0.183,0.000294912,2837,0.002969728,0.009316257,0.00326464,0.012464795,0.099
1.145,1.02979,0,0.463872,0,1.20025,1.44477,1.85242,0.539648,0,7.79891,0.539648,0.0062,0.400113,0.452865,5.58077,3.3399,2.84778,1.795,0.001063936,2870,0.042649026,0.025152286,0.043712962,0.030653246,0.125
1.21566,1.15229,0,0.3328,0,2.75319,2.62327,4.83021,0.27136,0,6.66474,0.27136,0.008,0.492396,0.671736,2.02362,1.6943,1.68854,1.002,0.000651264,2873,0.024040768,0.016691482,0.024692032,0.027502312,0.171
1.07197,1.12023,0,0.237568,0,1.68585,1.70687,0.989184,0.14848,0,6.5577,0.14848,0.0062,0.437409,0.497685,1.32906,0.68544,0.746528,0.391,0.000417792,2880,0.008217952,0.013167452,0.008635744,0.017935404,0.151
1.05784,1.0513,0,0.227328,0,1.57062,1.76144,0.989184,0.14336,0,6.52851,0.14336,0.0061,0.44026,0.519429,1.31856,0.67616,0.744416,0.39,0.000418816,2880,0.008204672,0.012958995,0.008623488,0.017650927,0.15
1.06958,0.844927,0,0.279552,0,1.16109,1.35677,0.34512,0.182272,0,6.45651,0.182272,0.0063,0.399797,0.401286,1.14192,0.973888,1.0056,0.496,0.000524288,2903,0.010877152,0.013172713,0.01140144,0.016497517,0.102
1.17048,0.94549,0,0.278528,0,1.39321,1.55045,0.340992,0.184288,0,6.46416,0.184288,0.0065,0.386469,0.42227,1.13862,0.974912,1.01066,0.496,0.000505856,2903,0.01073152,0.012998386,0.011237376,0.016745854,0.103
1.35245,0.952334,0,0.19456,0,3.74478,3.86168,2.87645,0.828416,0,4.44038,0.828416,0.0061,0.35216,0.384351,0.44928,0.297216,0.326656,0.171,0.001077248,2904,0.003011424,0.009371529,0.004088672,0.020877415,0.103
1.28161,1.11067,0,0.590848,0,29.8735,30.1922,112.776,2.42176,0,33.3949,2.42176,0.0078,1.33346,1.94325,9.10429,10.1284,5.70058,5.246,0.003134464,2910,0.115808477,0.071585224,0.118942941,0.247439532,1.062
1.17105,1.06816,0,0.140288,0,3.55976,3.76872,0.794592,0.3328,0,5.39238,0.3328,0.008,0.416884,0.524388,0.155392,0.233696,0.241632,0.143,0.000523264,2921,0.00123728,0.009840452,0.001760544,0.018436612,0.149
1.29688,1.11324,0,0.202752,0,4.92371,5.19222,0.786432,0.206848,0,9.58144,0.206848,0.0062,0.516383,0.681428,0.704512,0.44,0.391104,0.239,0.000458752,2954,0.004505856,0.015006125,0.004964608,0.026318087,0.247
1.25154,1.02126,0,0.438272,0,1.19998,1.14151,0.515072,0.362496,0,5.8496,0.362496,0.0061,0.374592,0.418093,1.53702,2.21619,2.7719,1.056,0.000850944,2961,0.026989568,0.017002111,0.027840512,0.020659441,0.081
1.27574,1.03679,0,0.13312,0,3.75908,3.74615,0.047104,0.060416,0,3.98592,0.060416,0.006,0.318903,0.350567,0.120256,0.227776,0.2344,0.514,0.00024368,3001,0.001903648,0.008091038,0.002147328,0.015836908,0.035
1.24794,1.03662,0,0.132064,0,1.11623,1.11586,0.048128,0.02768,0,3.57267,0.02768,0.0061,0.346734,0.397418,0.113984,0.194592,0.199712,0.106,0.00021504,3002,0.001181184,0.00727742,0.001396224,0.009717382,0.048
1.25022,1.11234,0,0.160768,0,2.81902,2.9578,0.392192,0.139264,0,7.53773,0.139264,0.006,0.471821,0.540734,0.259648,0.263744,0.275488,0.152,0.000351232,3008,0.001860672,0.011930989,0.002211904,0.018400033,0.192
1.17144,1.10836,0,0.183296,0,3.04526,2.85016,0.39424,0.146432,0,7.57133,0.146432,0.0061,0.472719,0.584009,0.257344,0.271104,0.27232,0.146,0.000362496,3008,0.001901408,0.012089918,0.002263904,0.018709306,0.192
1.33401,1.02773,0,0.566272,0,2.29883,2.2051,11.5046,1.26362,0,13.2293,1.26362,0.0061,0.500017,0.617634,11.6762,6.10733,4.3848,5.705,0.001844224,3060,0.124718915,0.045769801,0.126563139,0.063608223,0.239
1.20427,1.41043,0,0.554208,0,3.26976,3.18893,9.34915,1.10797,0,12.7646,1.10797,0.0061,0.667558,0.815816,6.2727,5.63709,4.65306,2.565,0.001705984,3079,0.055449503,0.036851634,0.057155487,0.054321652,0.324
1.25768,0.977251,0,0.165152,0,1.98043,1.8739,0.393216,0.082912,0,5.53318,0.082912,0.0061,0.453198,0.481801,0.355776,0.291232,0.299072,0.167,0.000296928,3083,0.002410016,0.010284971,0.002706944,0.014780581,0.14
1.18861,0.972771,0,0.632864,0,8.75382,8.83074,24.5678,1.87187,0,21.6153,1.87187,0.0062,0.932451,1.27298,5.7017,10.3595,6.11322,4.241,0.002566144,3096,0.085150528,0.054349152,0.087716672,0.099006246,0.724
1.23399,1.24945,0,0.119328,0,1.07709,1.13966,0.034816,0.019424,0,1.26886,0.019424,0.0062,0.317603,0.35064,0.071136,0.154432,0.15872,0.096,0.000182272,3134,0.000870432,0.004604396,0.001052704,0.006994714,0.01
1.30429,1.10607,0,0.32304,0,3.11881,3.1829,3.9168,0.561152,0,10.7054,0.561152,0.0085,0.639104,0.886578,3.46666,2.41347,1.54624,1.418,0.000923648,3134,0.031086399,0.024128544,0.032010047,0.035231246,0.295
1.33142,1.15186,0,3.65062,0,3019.51,3018.24,3404.72,37.4948,0,103.642,37.4948,0.0189,3.60564,5.50596,36.0041,77.9195,90.6393,21.311,0.040086529,3140,0.401746258,0.37855156,0.441832787,9.86216698,3.496
1.35004,1.06688,0,4.0032,0,3016.64,3027.58,3403.66,35.1662,0,99.8468,35.1662,0.0189,3.62783,5.39493,36.4956,77.2261,93.0396,21.3,0.040019966,3140,0.407319407,0.37459924,0.447339373,9.86164864,3.497
1.14514,0.933778,0,0.495488,0,1.46977,1.4032,1.74182,0.427008,0,7.05811,0.427008,0.0062,0.475977,0.581636,3.73984,2.69216,2.85389,1.451,0.000948224,3169,0.039904321,0.021702741,0.040852545,0.027240027,0.124
1.10734,1.16,0,0.467296,0,1.33841,1.4127,1.74182,0.424928,0,7.04627,0.424928,0.0063,0.449991,0.601534,3.75238,2.69123,2.86208,1.452,0.000958464,3169,0.040154368,0.021365631,0.041112832,0.026750785,0.13
1.29921,1.06499,0,0.37248,0,6.94699,7.20558,6.1696,0.562176,0,17.9336,0.562176,0.0084,0.798617,1.06973,3.08429,4.0936,3.1048,1.031,0.000963584,3175,0.022374753,0.033953553,0.023338337,0.055210379,0.512
1.14127,0.96462,0,0.249472,0,1.59414,1.74558,2.56614,0.258048,0,3.74384,0.258048,0.0081,0.321664,0.364626,1.24752,0.680288,0.588832,0.713,0.000561152,3198,0.013564544,0.010290118,0.014125696,0.016703498,0.088
1.10159,1.16274,0,0.355008,0,1.16462,1.32354,0.565248,0.394208,0,6.10502,0.394208,0.0062,0.383054,0.45289,1.59142,1.74646,1.9313,0.856,0.000818176,3200,0.019656832,0.015572442,0.020475008,0.019375066,0.098
1.23273,0.972154,0,0.783296,0,1.36556,1.17754,6.23718,1.72339,0,10.243,1.72339,0.0084,0.367241,0.409852,15.2441,7.89462,7.15056,6.826,0.0026112,3200,0.187484317,0.052131493,0.190095517,0.063418459,0.109
1.14535,1.04835,0,1.45331,0,3.52844,3.72101,30.0851,5.42208,0,20.1335,5.42208,0.0062,0.638329,0.799561,18.7713,11.7429,15.6826,14.254,0.00690688,3200,0.333940747,0.089655354,0.340847627,0.133865294,0.402
1.18315,1.08409,0,1.17491,0,77.3787,76.3622,296.95,6.7113,0,58.4965,6.7113,0.0092,1.96473,2.81962,23.0914,24.9948,16.6697,16.372,0.007826432,3242,0.363335494,0.15332295,0.371161926,0.61190006,1.915
1.293,1.25261,0,1.1584,0,76.205,76.2549,296.271,6.66522,0,58.6502,6.66522,0.0094,1.95467,2.89427,23.1377,24.8622,16.6012,16.389,0.007805952,3242,0.363714579,0.1534311,0.371520531,0.60998562,1.861
1.08886,1.14295,0,0.60928,0,3.79102,4.19328,13.8977,1.44691,0,15.4986,1.44691,0.0061,0.649475,0.903288,8.60682,5.81805,4.95107,4.053,0.002131968,3251,0.08600013,0.044478923,0.088132098,0.068417113,0.402
1.239,1.08229,0,0.165984,0,2.67876,2.96072,0.400352,0.134144,0,7.52237,0.134144,0.0062,0.463083,0.587672,0.258784,0.254688,0.272384,0.147,0.000354304,3268,0.001921344,0.011878135,0.002275648,0.018218095,0.19
1.20569,1.0568,0,0.162368,0,2.64805,2.99007,0.427008,0.137216,0,7.5608,0.137216,0.0061,0.460357,0.579475,0.25856,0.261056,0.273408,0.147,0.000359456,3268,0.001903744,0.012005262,0.0022632,0.018369974,0.193
1.17518,1.15432,0,0.268192,0,1.65397,1.65189,1.03731,0.265216,0,5.53299,0.265216,0.008,0.401529,0.427824,1.39789,0.812416,0.934976,0.522,0.000598016,3312,0.010102528,0.012565331,0.010700544,0.017441909,0.118
1.34702,1.05967,0,0.753824,0,5.61199,5.74382,40.1654,2.3337,0,23.2113,2.3337,0.0061,0.856419,1.13525,10.0502,11.2369,7.04822,7.895,0.003103744,3363,0.167072036,0.066102589,0.17017578,0.120711323,0.59
1.3595,0.960314,0,0.298496,0,19.1596,19.1003,15.9642,1.00966,0,25.1129,1.00966,0.0068,1.16749,1.60169,3.26154,1.79722,1.43763,1.125,0.001350656,3402,0.024847296,0.03892662,0.026197952,0.094458876,0.836
1.14653,1.19602,0,0.23824,0,1.66138,1.9613,2.11558,0.2048,0,6.02285,0.2048,0.0062,0.591155,0.730996,1.31034,0.55344,0.515136,0.41,0.000495616,3432,0.010285792,0.012664731,0.010781408,0.018846031,0.158
1.39514,1.07616,0,1.37808,0,3.14747,3.30682,18.2999,3.27987,0,18.7778,3.27987,0.0061,0.644658,0.814934,12.4768,12.7566,14.4292,9.806,0.004728832,3456,0.213060833,0.075334512,0.217789665,0.104746652,0.388
1.1126,1.07738,0,0.132992,0,4.41447,4.7787,1.67629,0.66864,0,6.88432,0.66864,0.0083,0.470194,0.599737,0.152928,0.279872,0.285664,0.185,0.000835584,3509,0.001251424,0.012005955,0.002087008,0.023677047,0.193
1.28917,1.07353,0,0.266688,0,2.58387,2.44358,1.03222,0.258048,0,10.0149,0.258048,0.0061,0.630403,0.782659,1.28371,0.837376,0.85392,0.407,0.0005704,3534,0.00961408,0.017264096,0.01018448,0.023848502,0.261
1.53008,0.971859,0,1.90541,0,6301.58,6302.35,6380.53,30.5132,0,227.302,30.5132,0.0225,8.70703,10.8452,69.2754,49.1007,32.9636,37.21,0.031560703,3557,0.392841809,0.46830233,0.424402512,19.48518094,8.272
1.05415,1.06891,0,0.128672,0,0.948687,1.27293,0.032768,0.018432,0,1.31053,0.018432,0.0081,0.309676,0.326876,0.069984,0.160576,0.1608,0.106,0.000197632,3562,0.0008856,0.004972913,0.001083232,0.007374402,0.012
1.09956,1.12815,0,0.707552,0,13.9047,13.6501,43.2179,2.39206,0,33.6193,2.39206,0.0063,1.29834,1.82365,13.9673,12.6175,7.0103,9.194,0.003217408,3562,0.20539108,0.08405181,0.208608488,0.157924122,0.982
1.29196,1.20698,0,0.309664,0,1.41783,1.57525,0.457728,0.222208,0,7.35405,0.222208,0.0061,0.435533,0.544757,1.55421,1.49165,1.70192,0.614,0.000595968,3564,0.013945184,0.016152138,0.014541152,0.020134818,0.129
1.27601,0.784738,0,0.606688,0,6.72092,6.8298,38.8772,1.62202,0,16.3757,1.62202,0.0063,0.702319,0.915306,10.2112,6.0665,5.11181,5.897,0.002286624,3565,0.133905027,0.049407095,0.136191651,0.104063723,0.398
1.15213,1.04637,0,0.131712,0,0.885108,1.03721,0.036864,0.021504,0,1.32717,0.021504,0.0061,0.303856,0.32667,0.074176,0.15872,0.159776,0.097,0.00019968,3600,0.000889408,0.00453572,0.001089088,0.006648118,0.012
1.31771,1.18404,0,0.35344,0,1.399,1.59292,0.533504,0.31744,0,7.10365,0.31744,0.008,0.412999,0.506805,1.44112,1.58195,2.04387,0.609,0.00073424,3600,0.01278896,0.016223334,0.0135232,0.020419638,0.14
1.25207,1.14307,0,0.144896,0,4.58803,4.67106,1.18886,0.422912,0,6.55514,0.422912,0.0062,0.503616,0.625558,0.1696,0.250112,0.241568,0.144,0.000592896,3792,0.001227008,0.011420456,0.001819904,0.022436214,0.162
1.11146,1.11951,0,0.14448,0,15.4575,15.6634,4.03251,1.2073,0,10.1975,1.2073,0.0076,0.568494,0.772962,0.202624,0.33488,0.34304,0.146,0.001373184,3797,0.001299488,0.01617554,0.002672672,0.05268073,0.272
1.24971,1.0974,0,0.774944,0,10.48,11.0049,28.7519,2.44838,0,24.4861,2.44838,0.0063,1.01561,1.40894,7.19469,12.3389,8.35786,4.817,0.00326144,3909,0.096419074,0.06430475,0.099680514,0.117764874,0.72
1.03809,1.1374,0,0.460128,0,1.42549,1.36006,1.63635,0.549888,0,8.13584,0.549888,0.0065,0.428902,0.568468,2.05331,2.67082,3.60349,1.085,0.001092608,3937,0.028013215,0.021449328,0.029105823,0.026881244,0.151
1.3466,1.07889,0,0.35072,0,1.43338,1.6359,0.987136,0.429056,0,8.43299,0.429056,0.0062,0.464709,0.533479,1.92371,1.98518,2.11664,0.862,0.000827392,3937,0.016711136,0.018929454,0.017538528,0.023765646,0.156
1.20986,1.08896,0,0.560288,0,10.8441,10.8028,18.4381,1.26054,0,24.3251,1.26054,0.0064,1.10899,1.55024,6.67949,10.1853,4.90598,3.979,0.001828864,3948,0.088117794,0.05642653,0.089946658,0.098332358,0.732
1.03532,1.1364,0,0.13648,0,4.92127,5.10232,1.67219,0.670688,0,6.91315,0.670688,0.0061,0.455786,0.679105,0.157408,0.283584,0.296928,0.197,0.000855008,3969,0.00135136,0.011958569,0.002206368,0.024461517,0.19
1.27583,1.12748,0,0.917728,0,4.19277,4.2092,14.7692,2.00397,0,17.7522,2.00397,0.0082,0.720347,0.935089,6.48666,10.1749,6.32221,4.48,0.002753536,3973,0.088415103,0.051055296,0.091168639,0.077148164,0.481
1.22984,1.02764,0,0.20336,0,1.11685,1.2109,1.8217,0.135168,0,4.26205,0.135168,0.0061,0.336951,0.396029,0.521024,0.424352,0.338912,0.32,0.000396288,4000,0.005619328,0.009143896,0.006015616,0.013631874,0.046
1.0552,1.19924,0,0.161728,0,1.01283,1.2518,0.069632,0.028672,0,2.46115,0.028672,0.0064,0.299806,0.40458,0.175328,0.19472,0.203808,0.133,0.00025904,4008,0.002027744,0.006164944,0.002286784,0.008689606,0.032
1.24244,1.17459,0,0.454656,0,1.52141,1.37537,1.11002,1.02195,0,8.31232,1.02195,0.0062,0.427434,0.505893,5.94867,6.06518,3.2993,3.928,0.001550336,4028,0.116186142,0.031769387,0.117736478,0.037252793,0.052
1.19398,1.24178,0,0.461024,0,1.01289,1.31249,1.11101,1.02605,0,8.26819,1.02605,0.0065,0.41136,0.528545,5.94304,5.96925,3.26045,3.931,0.001555424,4028,0.116812865,0.031761415,0.118368289,0.036684879,0.052
1.28478,1.01895,0,0.41952,0,9.86526,9.86764,14.0667,1.41619,0,16.3934,1.41619,0.0062,0.868323,1.55403,5.4009,6.06042,2.9368,2.011,0.001731552,4098,0.044745214,0.039083023,0.046476766,0.074718333,0.451
1.2894,1.16933,0,2.27894,0,1.4305,1.37474,12.032,5.10669,0,18.4807,5.10669,0.0064,0.41747,2.1502,24.5001,20.0138,25.1023,17.653,0.007361536,4101,0.502147816,0.11573439,0.509509352,0.13795726,0.114
1.5423,1.00677,0,0.257248,0,21.8685,22.2574,3.85843,0.361472,0,19.9272,0.361472,0.0063,0.865547,1.25039,1.3449,0.989536,0.854048,0.514,0.000679936,4101,0.011100544,0.028572123,0.01178048,0.077175173,0.627
1.16662,1.14415,0,0.270496,0,21.8234,21.8224,3.85024,0.365568,0,19.8705,0.365568,0.0064,0.917199,3.89477,1.33965,1.01549,0.867328,0.513,0.000690176,4101,0.010844672,0.031338975,0.011534848,0.079471079,0.615
1.27151,1.13498,0,0.138336,0,6.79177,6.53547,0.969728,0.475168,0,7.69302,0.475168,0.0069,0.535011,0.743467,0.152672,0.25936,0.27648,0.144,0.000667648,4119,0.001223424,0.012596848,0.001891072,0.02750732,0.205
1.32414,1.09786,0,0.350912,0,2.42019,2.67567,6.90381,0.759776,0,5.96173,0.759776,0.0062,0.410466,0.59579,2.7608,1.42883,1.47146,1.517,0.001149952,4134,0.034337183,0.017318542,0.035487135,0.0304289,0.154
1.08963,1.09999,0,0.357376,0,1.11175,1.29628,0.477184,0.384,0,7.0727,0.384,0.0062,0.415742,0.574764,2.4159,4.12042,1.664,1.461,0.000786432,4182,0.03977248,0.020536726,0.040558912,0.024163316,0.066
1.03143,1.23322,0,0.366432,0,1.04786,1.12697,0.475136,0.386048,0,7.03626,0.386048,0.0061,0.422363,0.96325,2.41789,4.18493,1.68861,1.464,0.000768,4182,0.039599554,0.020759071,0.040367554,0.024161517,0.066
1.10934,0.87905,0,1.06826,0,1.73104,1.72197,3.21434,0.872448,0,12.163,0.872448,0.0061,0.471263,0.715222,8.96106,8.0128,7.73328,3.012,0.001963008,4257,0.071711516,0.044211823,0.073674524,0.052819881,0.206
1.28312,1.15861,0,0.98224,0,1.59912,1.67912,3.22458,0.872448,0,12.2387,0.872448,0.0061,0.469941,0.666569,9.04854,7.87331,7.97907,3.012,0.00193536,4257,0.071292669,0.044155068,0.073228029,0.052512576,0.208
1.0796,1.05893,0,0.133216,0,0.964374,1.14708,0.037888,0.019456,0,1.52477,0.019456,0.0061,0.294725,0.523072,0.07136,0.163392,0.16688,0.099,0.000200704,4257,0.00097488,0.005310485,0.001175584,0.007612499,0.014
1.35493,1.00822,0,1.00733,0,1.3992,1.51101,3.21536,0.8704,0,12.1914,0.8704,0.0062,0.493726,0.672332,8.92701,7.84256,7.8449,3.015,0.001926112,4257,0.072509694,0.044002058,0.074435806,0.052005358,0.209
1.06047,1.13389,0,0.14304,0,4.99749,5.34799,2.40637,0.839648,0,7.75293,0.839648,0.0061,0.492281,3.29328,0.171232,0.293824,0.30512,0.16,0.001017856,4307,0.00130432,0.015677565,0.002322176,0.029412103,0.207
1.13119,0.915824,0,0.136128,0,5.62886,5.66414,0.072704,0.060416,0,14.4373,0.060416,0.0062,0.691971,1.13804,0.147168,0.333088,0.359392,0.13,0.000251904,4326,0.001274336,0.019497935,0.00152624,0.031060183,0.427
1.24735,1.22859,0,0.91696,0,17.207,17.4907,71.6728,3.01363,0,44.308,3.01363,0.0069,1.6565,2.5467,14.0746,18.6327,10.0773,10.088,0.00397104,4410,0.223827136,0.106451344,0.227798176,0.216752434,1.379
1.11165,1.16579,0,0.261504,0,5.42503,5.40729,22.9427,2.55898,0,4.79168,2.55898,0.0077,0.447038,0.567709,1.07094,0.517216,0.529376,0.34,0.002825216,4510,0.008052032,0.013306579,0.010877248,0.049902083,0.109
1.17349,1.05741,0,0.745504,0,4.62036,4.77658,7.89709,0.822272,0,21.7769,0.822272,0.0064,0.981273,1.35404,7.65494,5.4783,5.37398,2.924,0.00166912,4515,0.065533889,0.048649545,0.067203009,0.067511351,0.614
1.34188,0.957483,0,0.579616,0,8.03065,8.22223,14.3206,1.12742,0,27.8355,1.12742,0.0065,1.08608,1.79753,9.15395,8.96442,4.77597,3.761,0.001789952,4562,0.073616094,0.06073927,0.075406046,0.093019786,0.892
1.30818,1.19949,0,0.546528,0,8.24374,8.36227,14.293,1.16122,0,28.1284,1.16122,0.0063,1.06536,1.56652,8.61782,8.4536,4.71859,3.743,0.001823744,4562,0.073604739,0.059760173,0.075428483,0.092366931,0.915
1.07874,1.13714,0,0.563712,0,8.19071,8.02128,14.3155,1.1264,0,27.8084,1.1264,0.0063,1.08268,1.56552,9.07965,8.89142,4.97462,3.761,0.00181248,4562,0.07308243,0.06080366,0.07489491,0.093021262,0.907
1.36999,1.03419,0,0.565248,0,8.15432,8.75053,14.2828,1.16429,0,28.1366,1.16429,0.0063,1.07037,1.77383,8.64816,8.31766,4.55782,3.745,0.001815552,4562,0.073789853,0.05963591,0.075605405,0.092553098,0.855
1.52734,1.1264,0,0.546976,0,8.12801,8.23059,14.3237,1.13357,0,27.8343,1.13357,0.0085,1.08258,1.58375,9.08973,8.94515,4.73296,3.774,0.001754112,4562,0.073325955,0.06058872,0.075080067,0.092951566,0.841
1.2688,1.15059,0,0.541568,0,8.22031,8.1325,14.294,1.16326,0,28.117,1.16326,0.0066,1.05074,1.52354,8.63459,8.33104,4.61206,3.746,0.00185344,4562,0.072964931,0.05983857,0.074818371,0.092190208,0.859
1.13242,0.974057,0,0.575392,0,7.86989,8.21658,14.3094,1.13155,0,27.8283,1.13155,0.0081,1.10656,2.76795,9.01635,8.97059,4.82307,3.772,0.001779712,4562,0.073193312,0.06184386,0.074973024,0.093946672,0.893
1.05159,0.93724,0,0.572032,0,7.90317,8.23354,14.2776,1.15507,0,28.1401,1.15507,0.0065,1.03202,1.72412,8.63043,8.33782,4.70634,3.748,0.001811456,4562,0.07352845,0.059586877,0.075339906,0.091728289,0.909
