MKL(seq) Ana,MKL(par) Ana,cuSPARSE(v1) iluAna,cuSPARSE(v2)iluAna,Sync-Free ilu Ana,MKL(seq) ilu,MKL(par) ilu,cuSPARSE(v1) ilu,cuSPARSE(v2)iu,Sync-Free ilu,cuSPARSE(v1) ana,cusparse(v2)ana,Sync-Free ana,MKL(seq) 10 iter,MKL(par) 10 iter,cuSPARSE(v1)  10 iter,cuSPARSE(v2)lvl,cuSPARSE(v2)nolvl  10 iter,Sync-Free  10 iter,FE_ilu,m,FE_oh_wo,Emp_oh_wo,FE_oh_w,Emp_oh_w,SycnFree_LU
1.14389,0.9959,0,1.96122,0,5.17471,4.81513,22.6263,3.6393,0,34.009,3.6393,0.0082,1.02601,3.84132,22.4047,34.7748,21.632,10.206,0.005612544,13694,0.276233478,0.13383487,0.281846022,0.17205153,0.739
1.01479,0.939487,0,2.22304,0,4.59991,4.93516,22.6253,3.6649,0,34.0174,3.6649,0.0063,1.03013,3.46104,22.4301,35.1257,22.7297,10.197,0.005635072,13694,0.276864698,0.13480206,0.28249977,0.17285037,0.7
1.2164,1.01853,0,0.206816,0,2.64661,2.52165,0.24576,0.067584,0,17.1774,0.067584,0.0081,0.80937,3.15186,0.347552,0.290592,0.378912,0.205,0.000333824,13935,0.003932768,0.024390647,0.004266592,0.030079067,0.481
1.25104,1.04621,0,0.905376,0,11.8391,12.2711,5.48045,0.968704,0,63.7124,0.968704,0.0075,2.0594,4.46775,6.32454,9.50982,9.10029,2.222,0.001891328,13965,0.043418528,0.100607334,0.045309856,0.132072064,2.112
1.27391,1.09416,0,1.02109,0,148.15,148.987,78.3421,4.03971,0,164.947,4.03971,0.0141,5.92596,9.82934,23.7086,26.2611,13.4902,7.639,0.006223872,13965,0.13717661,0.25815226,0.143400482,0.63869216,6.682
1.78414,1.01028,0,6.34077,0,3387.72,3387.41,330.869,8.46131,0,305.25,8.46131,0.0369,12.0435,15.1631,18.9464,58.0377,143.298,6.746,0.01667584,14000,0.077084099,0.57035098,0.093759939,7.69115206,11.336
1.24154,0.911708,0,1.37782,0,14.2341,14.072,4.51789,0.378912,0,80.5024,0.378912,0.0083,2.52567,3.95142,6.94061,3.73078,10.1069,1.958,0.001872896,14098,0.030035679,0.112897412,0.031908575,0.147478134,2.881
1.08829,1.11499,0,4.25715,0,14.1518,14.3495,34.2446,6.67443,0,65.4496,6.67443,0.0083,2.35513,4.62899,27.8868,70.8674,61.1214,18.754,0.011006976,14214,0.47893623,0.259899298,0.489943206,0.333576778,1.626
1.23628,0.820898,0,0.371808,0,111.123,111.612,6.99085,1.06192,0,105.587,1.06192,0.0108,3.46152,6.79464,2.58006,2.97168,2.10426,0.793,0.001558528,14270,0.016294336,0.12756816,0.017852864,0.358727738,3.669
1.06321,1.05921,0,0.368288,0,111.76,111.055,6.99494,1.05472,0,102.228,1.05472,0.0109,3.80888,5.66846,2.56902,3.26557,2.13706,0.793,0.001544192,14270,0.015880224,0.123592788,0.017424416,0.354825736,3.746
6.02469,8.28119,0,81.4775,0,2.86E+06,2.86E+06,1.05E+06,3455.58,0,2628.43,3455.58,0.2137,170.299,183.22,924.49,1299.84,2299.45,105.677,3.591018555,14340,1.094248736,11.06932212,4.685267291,6788.71638,103.451
1.25704,1.02279,0,0.273056,0,222.827,222.981,5.15379,2.89382,0,32.0516,2.89382,0.0062,1.23679,2.24363,0.44752,0.85856,0.8816,1.177,0.003455008,14454,0.00698016,0.0561026,0.010435168,0.510231266,0.921
1.36295,1.16816,0,0.265632,0,223.189,223.323,5.17533,4.15437,0,32.0947,4.15437,0.0064,1.19003,2.10021,0.443936,0.845056,0.838592,1.177,0.004890624,14454,0.00695824,0.045130124,0.011848864,0.501237456,0.969
1.38828,1.03396,0,1.09283,0,427.204,427.044,50.6655,1.81558,0,439.464,1.81558,0.0294,16.3904,20.3987,9.05536,5.24822,8.47261,2.673,0.00346624,14538,0.032226401,0.50607838,0.035692641,1.41390029,16.49
1.26354,1.10303,0,3.1905,0,2.25813,2.53844,2.76586,1.09056,0,28.9803,1.09056,0.0062,0.92766,1.60188,7.22006,22.831,27.6194,3.556,0.004467712,14734,0.087551906,0.0962553,0.092019618,0.10809879,0.513
1.32407,1.03317,0,0.628512,0,19.6361,19.3341,4.54246,0.525312,0,35.92,0.525312,0.007,1.54847,5.68492,4.7344,4.74016,3.84822,1.238,0.001163264,14760,0.029391872,0.060613052,0.030555136,0.105279536,1.091
1.08955,1.08569,0,1.7529,0,91.4267,94.483,160.125,7.07584,0,140.105,7.07584,0.0115,4.90886,7.94197,42.5768,47.8313,21.9361,19.765,0.009124864,14822,0.465138051,0.29450961,0.474262915,0.64937305,4.603
1.20593,0.949662,0,0.276576,0,100.928,99.0027,0.627712,0.598016,0,25.196,0.598016,0.0065,1.17618,1.92496,0.214304,0.33248,0.337856,0.333,0.000935936,14913,0.002809952,0.032294536,0.003745888,0.23372754,0.8
1.43945,0.910655,0,0.279424,0,2.44452,2.66225,1.28611,0.105472,0,18.8095,0.105472,0.0083,1.07984,1.98123,1.20211,0.713888,0.68608,0.449,0.0004352,15066,0.009402656,0.027191012,0.009837856,0.033968788,0.425
1.13252,1.21075,0,0.179584,0,230.034,229.752,5.81328,1.67936,0,37.9602,1.67936,0.0107,1.63106,3.87592,0.231392,0.412032,0.400384,0.461,0.002019328,15343,0.002814944,0.049012153,0.004834272,0.516470377,1.315
1.25541,0.987603,0,1.17194,0,68.2509,68.9751,13.952,0.662528,0,194.181,0.662528,0.0135,6.76008,10.4761,6.99568,10.0925,10.537,2.938,0.001862656,15374,0.035361249,0.244999658,0.037223905,0.398012126,6.172
1.30932,1.11151,0,0.268256,0,5.27448,5.76314,1.69882,0.177152,0,34.6671,0.177152,0.007,1.43492,2.3905,0.921568,0.570496,0.583712,0.391,0.000502784,15435,0.007928736,0.043386461,0.00843152,0.056568309,1.001
1.05604,0.959201,0,0.137856,0,1.05879,1.27771,0.033824,0.0256,0,4.28742,0.0256,0.008,0.499188,1.09948,0.084416,0.253568,0.271264,0.151,0.000212992,15439,0.00160304,0.009100766,0.001816032,0.011634546,0.074
1.24262,1.05295,0,3.2944,0,13.7103,13.968,30.6821,3.31674,0,56.2969,3.31674,0.007,2.7416,4.04772,22.6512,32.5631,24.2534,9.457,0.007027712,15439,0.220675098,0.157349901,0.22770281,0.222321441,1.815
1.15343,0.995316,0,0.205472,0,1.53654,1.81651,0.702464,0.095232,0,5.44493,0.095232,0.0062,0.582139,1.03101,0.321024,0.3256,0.321536,0.169,0.00035328,15575,0.00330688,0.010592241,0.00366016,0.014948459,0.141
1.24937,0.847566,0,0.269504,0,2.3372,2.21571,0.90624,0.104448,0,18.6887,0.104448,0.0063,0.891494,1.8478,0.853728,0.499328,0.538592,0.346,0.00042496,15838,0.007525952,0.025925136,0.007950912,0.031758238,0.385
1.05001,1.0954,0,2.54989,0,12.8404,13.4074,15.8761,2.13712,0,55.3524,2.13712,0.0072,2.0549,3.51274,20.0246,32.9948,25.3696,7.209,0.004965344,16129,0.179570841,0.150759296,0.184536185,0.197570206,1.641
1.26707,1.18549,0,1.73427,0,137.257,143.957,221.776,7.75782,0,180.32,7.75782,0.013,6.34272,8.63784,43.656,67.6879,25.6656,23.843,0.01061376,16146,0.448070505,0.36606929,0.458684265,0.87855138,6.76
1.17243,1.13649,0,0.251904,0,557.965,557.9,0.823296,0.44544,0,144.135,0.44544,0.0238,4.53039,6.86982,1.34214,1.4249,0.745408,0.498,0.000784384,16428,0.003372192,0.162467458,0.004156576,1.279853098,5.457
1.25186,1.10202,0,0.2144,0,2.19433,2.17569,0.073728,0.04096,0,16.076,0.04096,0.0062,0.757796,1.71994,0.230784,0.30496,0.389952,0.181,0.000312352,16428,0.003794688,0.022016512,0.00410704,0.02671562,0.364
1.20412,0.972289,0,0.16256,0,2.0343,1.93159,0.048128,0.036864,0,14.609,0.036864,0.0061,0.715828,1.63392,0.120736,0.26864,0.291744,0.158,0.000262144,16554,0.00225056,0.020194712,0.002512704,0.024408154,0.326
1.52498,1.16257,0,1.45923,0,181.122,181.224,117.37,5.94022,0,188.767,5.94022,0.0147,6.86055,9.47743,33.7526,42.968,22.4829,12.524,0.008047616,16614,0.186489146,0.324963809,0.194536762,0.812079259,7.005
1.3029,1.14036,0,0.70848,0,46.4628,45.2884,72.108,2.08998,0,54.3242,2.08998,0.009,2.99374,5.26442,11.285,11.2748,6.00784,3.625,0.002736128,16706,0.076531967,0.09956153,0.079268095,0.26621919,1.884
1.35874,1.1488,0,0.390752,0,5.89701,6.1567,6.64269,0.376832,0,29.6344,0.376832,0.0065,2.24253,3.92848,3.9225,3.1135,1.98246,1.024,0.000826368,16726,0.024731328,0.048674462,0.025557696,0.068138446,0.925
1.16179,1.00042,0,0.27856,0,2.61109,2.55114,1.28512,0.10752,0,20.9539,0.10752,0.0081,1.23879,2.01988,1.2937,0.724736,0.762912,0.5,0.000453632,16861,0.009950432,0.030117078,0.010404064,0.036950508,0.48
1.0909,0.946587,0,0.358016,0,2.00137,2.29265,1.38752,0.185344,0,9.91987,0.185344,0.008,1.1042,3.75837,0.431616,0.373376,0.364544,0.197,0.000598016,16955,0.003599488,0.01850453,0.004197504,0.02472943,0.278
1.38406,1.13069,0,13.9884,0,291.208,292.612,2237.68,127.471,0,225.876,127.471,0.0163,5.7486,10.8123,279.713,251.159,293.543,179.124,0.145124313,17077,3.971877213,1.375500687,4.117001526,4.338460087,5.609
1.25397,1.12381,0,0.724832,0,48.6612,49.3074,45.6909,1.70602,0,94.561,1.70602,0.0114,4.07685,6.44554,12.664,7.3415,5.53466,5.563,0.002521088,17281,0.135174589,0.14041872,0.137695677,0.286509072,3.518
1.24998,1.1402,0,3.43635,0,156.843,157.878,415.483,16.7813,0,188.898,16.7813,0.0147,6.57388,12.0845,60.2636,139.099,66.6368,39.008,0.020317184,17361,0.679882407,0.53173756,0.700199591,1.28215921,6.862
1.31114,1.01339,0,2.4312,0,18.0535,18.4362,31.1214,4.21885,0,73.4793,4.21885,0.0091,2.93534,5.18736,23.2092,54.053,41.8334,9.725,0.006649856,17361,0.233051812,0.21704073,0.239701668,0.29130188,2.437
1.28733,1.15118,0,3.46093,0,156.492,157.523,413.901,16.8929,0,187.4,16.8929,0.0147,6.54276,10.4644,59.7997,139.459,66.5354,39.017,0.020386816,17361,0.680977343,0.52845039,0.701364159,1.27672022,7.021
1.29811,1.21803,0,0.402048,0,4.02935,4.22862,0.582656,0.125952,0,31.2812,0.125952,0.008,1.09284,5.16326,0.887232,0.648928,0.73424,0.353,0.000575488,17500,0.007145376,0.042733162,0.007720864,0.052101788,0.759
1.27563,1.08333,0,3.70128,0,3.00256,3.02131,5.94022,1.89133,0,37.6604,1.89133,0.0062,1.2305,2.29935,10.2188,44.8633,31.3477,8.915,0.005364736,17546,0.172217127,0.14094872,0.177581863,0.15850542,0.734
1.24745,1.15623,0,0.351968,0,138.07,138.772,3.75606,1.08957,0,127.828,1.08957,0.0116,4.31571,6.79429,2.14787,1.93846,1.69872,0.67,0.001539072,17576,0.013187968,0.14885318,0.01472704,0.430892778,4.457
1.40233,1.09516,0,0.357536,0,136.921,138.09,3.73146,0.997376,0,124.233,0.997376,0.0115,4.36776,7.83977,1.68691,1.97338,1.69158,0.658,0.001526784,17576,0.013120992,0.145862956,0.014647776,0.425960328,4.706
1.0203,1.27117,0,0.741152,0,28.9552,29.1212,5.34426,0.60928,0,45.0397,0.60928,0.0077,1.82801,3.19067,5.45293,5.83146,4.93059,1.455,0.001477632,17730,0.033509857,0.07084283,0.034987489,0.135613922,1.45
1.3784,1.068,0,0.725408,0,29.7105,29.0089,5.35245,0.611328,0,45.1212,0.611328,0.0077,1.79962,3.01815,5.56774,5.94298,4.80358,1.455,0.00144384,17730,0.03382816,0.070618768,0.035272,0.136027354,1.446
1.14269,1.03287,0,0.834624,0,72.214,72.1981,139.559,6.05491,0,32.4051,6.05491,0.0083,1.29114,2.27965,8.37203,11.4063,6.67846,2.164,0.006820864,17758,0.044623166,0.07310629,0.05144403,0.363966924,0.802
1.28422,1.13907,0,2.87798,0,17.3454,17.3124,18.6153,3.04128,0,84.9856,3.04128,0.0091,2.88654,6.06892,17.7498,28.8736,24.5955,6.605,0.004855808,17880,0.131281282,0.1769909,0.13613709,0.23618326,3.05
1.58053,1.2454,0,6.54166,0,36611.9,35979,22496.9,131.885,0,1053.45,131.885,0.0545,78.0146,80.3071,262.515,192.914,116.35,129.091,0.134934494,18000,1.377379577,2.04700449,1.512314071,97.27323115,39.753
1.23738,1.10836,0,2.61814,0,3.89549,3.91502,11.8477,1.69984,0,33.6828,1.69984,0.0063,1.2062,2.32303,14.1837,19.2325,24.5791,4.333,0.00470528,18289,0.112697695,0.1040724,0.117402975,0.12804859,0.86
1.24843,1.03742,0,3.14835,0,3.93518,3.90144,11.8415,1.71315,0,33.6408,1.71315,0.0064,1.23962,2.13585,14.0702,19.9796,26.3055,4.334,0.004842496,18289,0.113451488,0.10577086,0.118293984,0.13031048,0.871
1.31099,1.15462,0,0.183104,0,47.3954,47.7973,11.349,2.06029,0,31.6403,2.06029,0.0073,1.5027,8.16548,0.273312,0.52608,0.495616,0.18,0.002304,18354,0.002484288,0.047136928,0.004788288,0.155922022,1.032
1.30299,0.985881,0,0.360896,0,38.6644,38.6493,233.483,5.44563,0,26.6957,5.44563,0.0087,2.14873,3.61543,1.80054,1.15635,1.14586,0.431,0.005900288,18510,0.013283712,0.04491355,0.019184,0.361516776,0.816
1.16013,1.2397,0,1.06045,0,23.0519,23.0719,17.9866,1.16227,0,77.2067,1.16227,0.0101,3.39179,5.41378,13.2139,19.487,9.3481,3.807,0.00237568,18588,0.095709601,0.135329511,0.098085281,0.201662631,2.728
1.18411,1.08435,0,3.80192,0,2.82826,3.04787,5.75693,1.8391,0,38.974,1.8391,0.0062,1.23809,2.23558,9.9016,36.8252,31.0006,9.23,0.005673984,18589,0.168733155,0.1336502,0.174407139,0.15092428,0.779
1.42775,1.0977,0,0.731008,0,3055.72,3086.15,110.387,3.48058,0,1274.57,3.48058,0.1068,68.9296,69.6154,8.38397,3.57981,4.51174,3.386,0.00514048,18696,0.022678017,1.43883236,0.027818497,7.695300948,47.789
1.19125,1.1691,0,3.04858,0,3.15948,3.11349,5.14253,1.51859,0,40.6751,1.51859,0.0063,1.28524,3.39054,8.97088,39.8253,29.3448,8.792,0.004578304,19366,0.141541154,0.1363342,0.146119458,0.15231687,0.816
1.27229,1.25107,0,6.07376,0,5.89992,5.97688,15.1951,2.5897,0,56.4726,2.5897,0.0067,1.78344,3.72732,23.6717,31.9974,37.8337,7.637,0.008295424,19716,0.178008036,0.16807991,0.18630346,0.20381527,1.537
1.2093,1.16105,0,0.942464,0,259.047,259.464,72.745,3.11706,0,219.533,3.11706,0.0167,8.61822,12.1625,17.7514,19.5128,12.4938,8.097,0.0051456,19779,0.09446195,0.30382584,0.09960755,0.899141364,8.159
1.19314,1.0966,0,15.5927,0,105.148,105.758,1132.31,129.48,0,235.136,129.48,0.0146,4.65889,9.17566,286.891,275.056,303.07,197.939,0.142912506,19896,4.612465733,1.4437915,4.755378239,2.9320802,5.059
1.28001,0.889651,0,32.6604,0,2.1019,2.03188,17.9773,18.6716,0,49.3242,18.6716,0.008,0.911742,1.83051,56.9322,262.773,263.615,42.989,0.05862093,19994,1.235042031,0.699344992,1.293662961,0.772788072,0.439
1.24137,1.03251,0,38.6449,0,2.11971,2.30923,40.7327,43.0981,0,81.4942,43.0981,0.0062,0.975866,2.04824,111.053,350.279,366.701,86.937,0.084121597,19998,2.479562122,1.044762267,2.563683719,1.171666907,0.556
1.27659,0.913105,0,0.291968,0,1.73267,1.77115,0.047104,0.034784,0,12.0145,0.034784,0.0063,0.746531,1.63358,0.119584,0.294496,0.3224,0.176,0.000247808,20000,0.002211136,0.017622055,0.002458944,0.021499731,0.268
1.28349,1.15121,0,1.80163,0,14.0205,14.6602,13.3181,1.94867,0,68.0213,1.94867,0.01,3.04792,6.40227,16.4859,23.342,20.78,5.253,0.003871744,20082,0.135704032,0.147480755,0.139575776,0.193229855,2.135
1.30048,1.04384,0,1.87459,0,13.8939,14.2593,11.7402,1.90262,0,67.8871,1.90262,0.0101,3.00775,6.59107,15.0796,23.712,20.5547,5.264,0.0037816,20082,0.135030367,0.14644364,0.138811967,0.19011425,1.944
1.35163,0.99543,0,0.232288,0,3.65823,4.25276,0.115712,0.067584,0,31.7641,0.067584,0.0063,1.50502,6.1252,0.292064,0.343456,0.5816,0.266,0.000334848,20209,0.004342752,0.043295644,0.0046776,0.051622218,0.914
1.22111,1.1327,0,1.48224,0,27.3492,28.4434,20.6336,2.34598,0,101.12,2.34598,0.0115,3.47197,5.45454,22.7325,34.9535,17.0814,6.773,0.003836928,20360,0.159944194,0.19629145,0.163781122,0.27654587,3.207
1.33942,1.19615,0,0.145056,0,1.48756,1.21166,0.03584,0.0256,0,4.8993,0.0256,0.0082,0.606814,2.3593,0.083968,0.284448,0.30816,0.165,0.000233472,20360,0.00165936,0.0110946,0.001892832,0.014000316,0.1
1.50544,0.970811,0,1.44186,0,27.6169,28.0642,21.6146,2.3112,0,100.847,2.3112,0.0114,3.51154,6.15404,22.0441,34.5507,17.0291,6.771,0.003869696,20360,0.165195682,0.19576565,0.169065378,0.27681441,3.44
1.15805,1.00757,0,1.55661,0,90.533,90.9486,13.0939,0.759808,0,246.683,0.759808,0.0163,8.84719,12.8556,7.10208,10.3512,13.3395,3.732,0.002477056,20374,0.034437888,0.306162929,0.036914944,0.503054847,9.01
1.39312,1.42116,0,1.03146,0,1139.35,1145.6,192.495,7.07789,0,275.842,7.07789,0.0423,12.1621,16.5653,11.0954,15.7109,14.9872,3.458,0.008209408,20414,0.046944159,0.35910671,0.055153567,2.84466106,10.706
1.33556,1.13524,0,0.221408,0,7.54043,7.44145,0.513024,0.101376,0,34.2202,0.101376,0.0083,1.52807,3.22237,0.411456,0.346432,0.42288,0.209,0.000362496,20545,0.00378464,0.043284364,0.004147136,0.059102052,1.109
1.06319,1.08087,0,3.23882,0,6.81189,6.99301,35.0638,5.62074,0,52.729,5.62074,0.0065,1.47968,2.44823,33.3297,57.3421,34.3399,15.375,0.00861696,20614,0.418686741,0.20514165,0.427303701,0.26286991,1.165
1.27914,1.13607,0,3.10262,0,6.68224,7.10743,35.0843,5.58691,0,52.7042,5.58691,0.0066,1.4641,2.59418,33.2719,54.4906,34.476,15.381,0.00881152,20614,0.421935744,0.20211955,0.430747264,0.25968305,1.078
1.39083,0.972009,0,0.400544,0,7.33563,7.57251,5.86035,0.60624,0,28.2486,0.60624,0.0061,1.59082,2.8976,2.39325,1.82294,1.74998,0.875,0.001012768,20640,0.016817536,0.04260574,0.017830304,0.064381014,0.761
1.16526,0.957905,0,0.286816,0,2.60542,2.59723,1.12947,0.104448,0,23.3951,0.104448,0.0081,1.27232,3.6472,1.02176,0.576576,0.68,0.442,0.000448512,20738,0.008874688,0.033510343,0.0093232,0.040233727,0.523
1.16227,0.922643,0,0.282784,0,7.801,7.98294,0.46592,0.1024,0,45.3793,0.1024,0.0078,2.35819,3.98629,0.680928,0.42784,0.720896,0.333,0.000536576,20896,0.005146624,0.056119809,0.0056832,0.072754853,1.332
1.14226,1.10708,0,0.283616,0,2.72392,2.8196,1.07622,0.098304,0,23.3028,0.098304,0.006,1.35658,3.29969,1.06461,0.533344,0.679968,0.419,0.00042288,20944,0.008625728,0.032845209,0.009048608,0.039846869,0.543
0.997832,1.13415,0,0.320672,0,2.376,2.81573,1.32403,0.105472,0,25.709,0.105472,0.0062,1.36869,2.62488,1.48634,0.775488,0.890912,0.578,0.000492544,21128,0.011739392,0.035794322,0.012231936,0.042736226,0.551
1.25824,1.24416,0,0.206944,0,38.0096,37.6077,44.4928,3.10784,0,30.6061,3.10784,0.0089,1.61333,2.62639,0.474048,0.674592,0.617536,0.201,0.003351552,21132,0.002612352,0.042061718,0.005963904,0.165486602,0.995
1.32335,1.07824,0,1.41456,0,161.836,164.233,148.922,5.39958,0,265.158,5.39958,0.0154,9.58526,12.9174,40.978,40.9847,18.5211,26.732,0.00790528,21200,0.294267787,0.42279384,0.302173067,0.90459898,8.974
1.43968,1.56529,0,0.226656,0,13.953,13.6822,2.59584,0.682016,0,15.1858,0.682016,0.0063,0.870764,2.79189,0.340384,0.841696,0.370592,0.177,0.001491968,21982,0.00424432,0.023668032,0.005736288,0.054807744,1.075
1.41786,0.986315,0,1.16608,0,459.065,459.321,351.443,7.7271,0,93.2679,7.7271,0.0148,3.93898,7.20742,17.2729,21.9783,15.6119,7.097,0.009193472,21982,0.154596551,0.17712127,0.163790023,1.45584345,3.866
1.15669,1.14263,0,0.244288,0,12.1664,12.4121,2.53133,0.64,0,15.5082,0.64,0.0081,0.818769,2.53172,0.349344,0.824736,0.36864,0.187,0.002425856,21982,0.004172608,0.023640684,0.006598464,0.051634802,1.14
1.35354,1.0609,0,1.18022,0,400.077,401.704,340.887,7.02259,0,89.9189,7.02259,0.014,3.73071,9.31984,16.7317,24.8643,17.3425,6.95,0.008323072,21982,0.161079328,0.17819386,0.1694024,1.32906467,3.032
4.81931,2.33522,0,85.4976,0,4.67E+06,4.67E+06,1.51E+06,4171.98,0,3580.5,4171.98,0.3388,234.541,236.299,1286.07,1043.44,2141.29,125.358,4.404642578,22283,1.319714692,12.82223124,5.72435727,10876.43971,141.85
1.37882,1.24303,0,0.192608,0,85.8397,86.1696,23.7814,3.20819,0,36.8188,3.20819,0.0079,1.87588,5.39357,0.34288,0.6656,0.614432,0.4,0.003539968,22401,0.002691808,0.056481782,0.006231776,0.25567328,1.239
1.31598,1.01638,0,4.02784,0,98.6828,103.446,246.324,16.7455,0,178.367,16.7455,0.0117,6.27893,11.8818,50.8756,150.592,61.1932,33.255,0.021265408,22560,0.644411246,0.51182258,0.665676654,0.98104872,6.026
1.40036,1.17534,0,2.35194,0,310.877,312.493,269.451,8.45619,0,238.172,8.45619,0.0197,8.45078,10.9941,49.9553,71.3204,40.7634,19.916,0.011106304,22695,0.31962394,0.45038023,0.330730244,1.35400936,8.476
1.34876,1.11614,0,0.248224,0,14.4712,14.7983,2.51904,0.643104,0,15.8123,0.643104,0.0075,0.878926,1.70378,0.318656,0.381632,0.37472,0.191,0.002003968,22835,0.004768,0.022887318,0.006771968,0.055567186,1.52
1.16363,1.69948,0,3.60525,0,537.008,521.723,628.627,15.2535,0,105.783,15.2535,0.0143,4.28886,9.43685,33.7547,89.4338,79.3385,18.018,0.022524927,22835,0.371316879,0.35778641,0.393841806,2.06400316,3.59
1.30881,1.0944,0,0.231104,0,16.2673,16.0724,2.52211,0.65536,0,12.7991,0.65536,0.0062,0.895625,2.25816,0.304352,1.80314,0.38192,0.187,0.002450432,22835,0.004827744,0.022153967,0.007278176,0.057902241,1.317
1.15087,1.45457,0,3.9017,0,608.425,608.449,648.551,15.4942,0,114.294,15.4942,0.0157,4.69234,7.20063,36.6431,96.4479,91.0191,18.717,0.022046721,22835,0.375324779,0.38692718,0.3973715,2.27174808,4.108
1.26593,0.936572,0,0.234784,0,13.8791,13.6014,2.92454,1.07315,0,14.9122,1.07315,0.0075,0.893963,1.51296,0.313152,0.416736,0.393216,0.189,0.0008704,22835,0.004750144,0.022317317,0.005620544,0.054030291,1.844
1.21073,0.808737,0,3.17712,0,542.105,544.542,602.177,16.7905,0,108.414,16.7905,0.0172,4.68194,6.20857,34.264,78.601,67.1857,18.214,0.017257441,22835,0.388250887,0.336579412,0.405508328,2.045371032,3.591
1.07153,0.908047,0,0.207744,0,2.19852,2.33162,0.062496,0.047104,0,26.4132,0.047104,0.0061,1.02758,2.79306,0.207648,0.323392,0.377792,0.22,0.000312288,22967,0.003344,0.033435343,0.003656288,0.038282827,0.561
1.41427,1.10421,0,0.460384,0,167.841,168.089,52.052,0.93696,0,201.686,0.93696,0.0145,7.62887,10.8453,8.83619,3.54528,2.1176,2.761,0.00144896,23052,0.049476607,0.240351277,0.050925567,0.629730621,7.831
1.39396,1.16588,0,5.74506,0,15.5736,15.1553,84.5281,7.37997,0,79.0648,7.37997,0.0081,2.50776,3.92423,33.4738,55.8007,56.9119,24.132,0.014362624,23052,0.588617125,0.26572174,0.602979749,0.39410377,2.332
1.37317,1.18986,0,6.36586,0,92.2842,93.3502,385.242,16.21,0,222.185,16.21,0.0135,7.6577,10.3783,78.5475,125.041,79.7798,62.502,0.022927361,23052,1.077570801,0.60487464,1.100498162,1.1983269,7.631
1.31031,1.18819,0,0.203648,0,77.7089,78.0111,26.2389,3.2983,0,38.458,3.2983,0.0082,1.77128,3.29915,0.35312,0.711168,0.658464,0.236,0.003708928,23196,0.003493312,0.051356712,0.00720224,0.23681756,1.31
1.21488,1.043,0,8.16294,0,4.84613,4.91018,19.5696,4.56499,0,61.0266,4.56499,0.0084,1.83627,3.32592,26.9724,59.7868,67.8901,15.114,0.010791936,23412,0.375875622,0.24302398,0.386667558,0.28507782,1.294
1.07864,1.13558,0,2.72,0,23.7854,24.2178,4.45645,3.33517,0,91.7432,3.33517,0.0087,3.02848,4.46175,7.4376,13.032,21.1128,2.991,0.006248448,23560,0.050777534,0.14940858,0.057025982,0.2079234,3.066
1.31562,0.981601,0,0.838688,0,47.6545,49.6944,6.81267,0.796672,0,64.7865,0.796672,0.0086,2.43115,3.97202,7.10362,8.1503,6.36205,1.879,0.001774592,23670,0.043615362,0.097704132,0.045389954,0.203501062,1.893
1.2361,1.14413,0,0.82592,0,47.4373,47.9772,6.2464,0.797696,0,63.3087,0.797696,0.0087,2.45363,4.02624,6.5695,8.38509,6.34362,1.878,0.001874944,23670,0.044245278,0.096068397,0.046120222,0.199352913,2.111
1.14262,1.12215,0,0.320288,0,57.3595,57.7926,30.8849,3.53078,0,38.4373,3.53078,0.0076,1.81335,3.34856,0.362176,0.756192,0.69424,0.216,0.003757088,23948,0.003502816,0.051546428,0.007259904,0.201434496,1.315
1.23883,1.04778,0,1.29046,0,20.7565,19.8884,7.11578,1.4377,0,115.628,1.4377,0.0094,3.52833,6.64289,10.0827,13.8748,14.8603,2.975,0.00266752,24696,0.059209375,0.17130389,0.061876895,0.22179273,4.155
1.36535,1.16097,0,1.41181,0,275.722,275.942,107.301,6.26278,0,295.589,6.26278,0.0209,10.741,15.5636,34.4076,39.5634,21.8092,12.55,0.007752704,24696,0.175646618,0.43879409,0.183399322,1.10543368,10.906
1.07472,0.887991,0,0.320928,0,4.82002,5.00067,2.87949,0.370688,0,40.8063,0.370688,0.0067,2.26509,4.02173,1.38368,0.682048,0.6512,0.443,0.000726016,24842,0.011111424,0.053156756,0.01183744,0.066548552,1.224
1.45701,1.0155,0,0.174272,0,2.24012,2.30956,0.048128,0.049152,0,21.1052,0.049152,0.0061,0.974329,1.75897,0.121952,0.33584,0.363424,0.191,0.000384,24993,0.00220528,0.026868678,0.00258928,0.03168991,0.594
1.27008,0.942829,0,0.970208,0,687.512,688.78,3179.55,52.7493,0,43.8646,52.7493,0.0302,3.0629,6.71992,4.31722,6.13584,5.50813,0.857,0.054167553,25187,0.014990496,0.12571762,0.069158049,4.735279128,1.337
1.33138,1.03204,0,0.957024,0,686.123,685.613,3183.52,53.1282,0,43.6268,53.1282,0.0303,3.07853,5.64043,4.84832,6.49494,5.95453,0.854,0.05379789,25187,0.01502896,0.125868959,0.06882685,4.735210183,1.431
1.15276,1.12352,0,0.932512,0,688.429,686.553,3178.31,60.4365,0,43.6346,60.4365,0.0304,3.08042,5.44189,4.3065,6.49043,6.40304,0.856,0.056790016,25187,0.014952064,0.1330432,0.07174208,4.747704212,1.469
